국가명,기준연월,소비건수
홍콩,2018,14530.0
홍콩,2019,17228.0
홍콩,2020,13966.0
홍콩,2021,8902.0
홍콩,2022,20468.0
홍콩,2023,32648.0
홍콩,2024,69586.0
홍콩,2025,140966.0
홍콩,2026,103297.0
