,국가명,KTO카테고리소분류,소비건수비율
2018,홍콩,전체,2.17
2019,홍콩,전체,1.96
2020,홍콩,전체,2.74
2021,홍콩,전체,1.65
2022,홍콩,전체,2.16
2023,홍콩,전체,1.97
2024,홍콩,전체,2.74
2025,홍콩,전체,3.68
2026,홍콩,전체,3.66
