,국가명,KTO카테고리소분류,소비금액비율
2018,홍콩,전체,2.4
2019,홍콩,전체,2.01
2020,홍콩,전체,2.54
2021,홍콩,전체,2.18
2022,홍콩,전체,3.02
2023,홍콩,전체,2.56
2024,홍콩,전체,4.32
2025,홍콩,전체,5.53
2026,홍콩,전체,4.75
