국가명,기준연월,소비금액
홍콩,2018,7112819.0
홍콩,2019,7803409.0
홍콩,2020,3605289.0
홍콩,2021,2479913.0
홍콩,2022,7935455.0
홍콩,2023,1.4864711E7
홍콩,2024,4.492163E7
홍콩,2025,9.5317196E7
홍콩,2026,5.673104E7
