기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201901,중국,약국,55.24
201901,중국,피부과,10.88
201901,중국,대학/종합병원,15.11
201901,중국,성형외과,10.9
201901,중국,치과,4.66
201901,중국,한의학과,1.77
201901,중국,안과,1.24
201901,중국,한약방,0.2
201902,중국,약국,54.25
201902,중국,피부과,11.5
201902,중국,대학/종합병원,14.71
201902,중국,성형외과,10.62
201902,중국,치과,5.04
201902,중국,한의학과,1.89
201902,중국,안과,1.74
201902,중국,한약방,0.26
201903,중국,약국,54.53
201903,중국,피부과,12.3
201903,중국,대학/종합병원,13.77
201903,중국,성형외과,11.21
201903,중국,치과,5.43
201903,중국,한의학과,1.72
201903,중국,안과,0.99
201903,중국,한약방,0.05
201904,중국,약국,57.76
201904,중국,피부과,11.76
201904,중국,대학/종합병원,12.67
201904,중국,성형외과,10.45
201904,중국,치과,4.79
201904,중국,한의학과,1.47
201904,중국,안과,0.98
201904,중국,한약방,0.12
201905,중국,약국,59.47
201905,중국,피부과,11.65
201905,중국,대학/종합병원,12.19
201905,중국,성형외과,9.33
201905,중국,치과,4.53
201905,중국,한의학과,1.39
201905,중국,안과,1.28
201905,중국,한약방,0.16
201906,중국,약국,60.66
201906,중국,피부과,10.6
201906,중국,대학/종합병원,12.36
201906,중국,성형외과,8.6
201906,중국,치과,4.72
201906,중국,한의학과,1.86
201906,중국,안과,0.91
201906,중국,한약방,0.29
201907,중국,약국,60.56
201907,중국,피부과,11.13
201907,중국,대학/종합병원,12.77
201907,중국,성형외과,7.83
201907,중국,치과,4.96
201907,중국,한의학과,1.53
201907,중국,안과,1.06
201907,중국,한약방,0.17
201908,중국,약국,60.33
201908,중국,피부과,11.69
201908,중국,대학/종합병원,12.15
201908,중국,성형외과,7.97
201908,중국,치과,4.83
201908,중국,한의학과,1.54
201908,중국,안과,1.3
201908,중국,한약방,0.2
201909,중국,약국,56.68
201909,중국,피부과,12.74
201909,중국,대학/종합병원,13.65
201909,중국,성형외과,9.79
201909,중국,치과,4.56
201909,중국,한의학과,1.5
201909,중국,안과,0.87
201909,중국,한약방,0.2
201910,중국,약국,59.14
201910,중국,피부과,11.81
201910,중국,대학/종합병원,13.07
201910,중국,성형외과,8.3
201910,중국,치과,4.85
201910,중국,한의학과,1.43
201910,중국,안과,1.19
201910,중국,한약방,0.22
201911,중국,약국,58.26
201911,중국,피부과,11.72
201911,중국,대학/종합병원,12.67
201911,중국,성형외과,9.8
201911,중국,치과,4.8
201911,중국,한의학과,1.41
201911,중국,안과,1.03
201911,중국,한약방,0.31
201912,중국,약국,57.89
201912,중국,피부과,12.86
201912,중국,대학/종합병원,11.38
201912,중국,성형외과,9.59
201912,중국,치과,5.54
201912,중국,한의학과,1.74
201912,중국,안과,0.84
201912,중국,한약방,0.16
