국가명,KTO카테고리소분류,소비금액비율(카테고리별)
중국,대학/종합병원,14.27
중국,성형외과,41.94
중국,안과,1.39
중국,약국,7.14
중국,치과,6.47
중국,피부과,27.14
중국,한약방,0.02
중국,한의학과,1.63
