,국가명,KTO카테고리소분류,소비건수비율
201901,중국,전체,26.06
201902,중국,전체,27.02
201903,중국,전체,26.13
201904,중국,전체,27.43
201905,중국,전체,28.25
201906,중국,전체,26.56
201907,중국,전체,24.88
201908,중국,전체,24.17
201909,중국,전체,24.22
201910,중국,전체,23.69
201911,중국,전체,24.54
201912,중국,전체,24.28
