국가명,KTO카테고리소분류,소비건수비율(카테고리별)
홍콩,대학/종합병원,18.52
홍콩,성형외과,6.03
홍콩,안과,2.2
홍콩,약국,46.33
홍콩,치과,10.1
홍콩,피부과,13.05
홍콩,한약방,0.07
홍콩,한의학과,3.69
