기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202201,홍콩,성형외과,13.63
202201,홍콩,피부과,32.29
202201,홍콩,대학/종합병원,29.41
202201,홍콩,치과,11.3
202201,홍콩,약국,6.51
202201,홍콩,한의학과,3.71
202201,홍콩,안과,3.15
202202,홍콩,성형외과,10.01
202202,홍콩,피부과,23.98
202202,홍콩,대학/종합병원,36.54
202202,홍콩,치과,14.88
202202,홍콩,약국,7.18
202202,홍콩,한의학과,6.7
202202,홍콩,안과,0.71
202203,홍콩,성형외과,21.74
202203,홍콩,피부과,27.92
202203,홍콩,대학/종합병원,22.05
202203,홍콩,치과,10.88
202203,홍콩,약국,7.94
202203,홍콩,한의학과,7.84
202203,홍콩,안과,1.64
202204,홍콩,성형외과,19.92
202204,홍콩,피부과,35.73
202204,홍콩,대학/종합병원,21.54
202204,홍콩,치과,12.82
202204,홍콩,약국,5.23
202204,홍콩,한의학과,3.77
202204,홍콩,안과,0.99
202204,홍콩,한약방,0.0
202205,홍콩,성형외과,28.29
202205,홍콩,피부과,29.37
202205,홍콩,대학/종합병원,23.48
202205,홍콩,치과,9.16
202205,홍콩,약국,4.14
202205,홍콩,한의학과,2.91
202205,홍콩,안과,2.64
202206,홍콩,성형외과,31.92
202206,홍콩,피부과,23.45
202206,홍콩,대학/종합병원,22.35
202206,홍콩,치과,14.31
202206,홍콩,약국,3.43
202206,홍콩,한의학과,3.43
202206,홍콩,안과,1.11
202206,홍콩,한약방,0.01
202207,홍콩,성형외과,29.38
202207,홍콩,피부과,28.58
202207,홍콩,대학/종합병원,15.03
202207,홍콩,치과,14.89
202207,홍콩,약국,5.25
202207,홍콩,한의학과,3.99
202207,홍콩,안과,2.85
202207,홍콩,한약방,0.03
202208,홍콩,성형외과,40.58
202208,홍콩,피부과,18.43
202208,홍콩,대학/종합병원,12.4
202208,홍콩,치과,15.78
202208,홍콩,약국,5.61
202208,홍콩,한의학과,4.02
202208,홍콩,안과,3.16
202208,홍콩,한약방,0.03
202209,홍콩,성형외과,47.79
202209,홍콩,피부과,20.67
202209,홍콩,대학/종합병원,12.37
202209,홍콩,치과,8.36
202209,홍콩,약국,4.53
202209,홍콩,한의학과,4.84
202209,홍콩,안과,1.44
202209,홍콩,한약방,0.0
202210,홍콩,성형외과,48.27
202210,홍콩,피부과,29.95
202210,홍콩,대학/종합병원,8.56
202210,홍콩,치과,6.66
202210,홍콩,약국,3.57
202210,홍콩,한의학과,2.72
202210,홍콩,안과,0.27
202210,홍콩,한약방,0.0
202211,홍콩,성형외과,55.44
202211,홍콩,피부과,28.5
202211,홍콩,대학/종합병원,7.86
202211,홍콩,치과,3.1
202211,홍콩,약국,3.45
202211,홍콩,한의학과,1.54
202211,홍콩,안과,0.1
202211,홍콩,한약방,0.0
202212,홍콩,성형외과,41.32
202212,홍콩,피부과,30.03
202212,홍콩,대학/종합병원,10.13
202212,홍콩,치과,9.14
202212,홍콩,약국,4.92
202212,홍콩,한의학과,4.14
202212,홍콩,안과,0.32
202212,홍콩,한약방,0.0
