국가명,기준연월,소비건수
홍콩,202201,674.0
홍콩,202202,727.0
홍콩,202203,1190.0
홍콩,202204,1407.0
홍콩,202205,1554.0
홍콩,202206,1661.0
홍콩,202207,2537.0
홍콩,202208,2078.0
홍콩,202209,1703.0
홍콩,202210,2049.0
홍콩,202211,1953.0
홍콩,202212,2935.0
