,국가명,KTO카테고리소분류,소비금액비율
202201,홍콩,전체,2.73
202202,홍콩,전체,2.32
202203,홍콩,전체,2.88
202204,홍콩,전체,3.02
202205,홍콩,전체,2.89
202206,홍콩,전체,3.05
202207,홍콩,전체,3.49
202208,홍콩,전체,2.63
202209,홍콩,전체,2.5
202210,홍콩,전체,2.96
202211,홍콩,전체,3.24
202212,홍콩,전체,3.57
