기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202201,홍콩,약국,41.54
202201,홍콩,피부과,12.31
202201,홍콩,대학/종합병원,26.11
202201,홍콩,치과,8.9
202201,홍콩,성형외과,4.15
202201,홍콩,한의학과,4.6
202201,홍콩,안과,2.37
202202,홍콩,약국,48.42
202202,홍콩,피부과,10.32
202202,홍콩,대학/종합병원,20.36
202202,홍콩,치과,8.25
202202,홍콩,성형외과,3.58
202202,홍콩,한의학과,7.7
202202,홍콩,안과,1.38
202203,홍콩,약국,48.15
202203,홍콩,피부과,11.09
202203,홍콩,대학/종합병원,20.0
202203,홍콩,치과,9.33
202203,홍콩,성형외과,2.94
202203,홍콩,한의학과,5.38
202203,홍콩,안과,3.11
202204,홍콩,약국,44.78
202204,홍콩,피부과,12.37
202204,홍콩,대학/종합병원,21.89
202204,홍콩,치과,10.16
202204,홍콩,성형외과,3.77
202204,홍콩,한의학과,4.19
202204,홍콩,안과,2.77
202204,홍콩,한약방,0.07
202205,홍콩,약국,39.83
202205,홍콩,피부과,12.55
202205,홍콩,대학/종합병원,27.54
202205,홍콩,치과,10.04
202205,홍콩,성형외과,4.05
202205,홍콩,한의학과,3.93
202205,홍콩,안과,2.06
202206,홍콩,약국,40.1
202206,홍콩,피부과,13.12
202206,홍콩,대학/종합병원,22.7
202206,홍콩,치과,13.49
202206,홍콩,성형외과,4.21
202206,홍콩,한의학과,3.19
202206,홍콩,안과,3.13
202206,홍콩,한약방,0.06
202207,홍콩,약국,43.87
202207,홍콩,피부과,11.75
202207,홍콩,대학/종합병원,21.32
202207,홍콩,치과,12.38
202207,홍콩,성형외과,4.49
202207,홍콩,한의학과,3.11
202207,홍콩,안과,3.0
202207,홍콩,한약방,0.08
202208,홍콩,약국,47.64
202208,홍콩,피부과,9.48
202208,홍콩,대학/종합병원,20.79
202208,홍콩,치과,11.31
202208,홍콩,성형외과,5.05
202208,홍콩,한의학과,3.32
202208,홍콩,안과,2.31
202208,홍콩,한약방,0.1
202209,홍콩,약국,47.68
202209,홍콩,피부과,12.16
202209,홍콩,대학/종합병원,18.44
202209,홍콩,치과,8.46
202209,홍콩,성형외과,7.75
202209,홍콩,한의학과,3.29
202209,홍콩,안과,2.06
202209,홍콩,한약방,0.18
202210,홍콩,약국,48.46
202210,홍콩,피부과,17.23
202210,홍콩,대학/종합병원,11.52
202210,홍콩,치과,9.03
202210,홍콩,성형외과,8.39
202210,홍콩,한의학과,3.51
202210,홍콩,안과,1.71
202210,홍콩,한약방,0.15
202211,홍콩,약국,50.08
202211,홍콩,피부과,14.49
202211,홍콩,대학/종합병원,12.85
202211,홍콩,치과,7.27
202211,홍콩,성형외과,11.21
202211,홍콩,한의학과,2.71
202211,홍콩,안과,1.33
202211,홍콩,한약방,0.05
202212,홍콩,약국,50.29
202212,홍콩,피부과,15.54
202212,홍콩,대학/종합병원,11.62
202212,홍콩,치과,10.02
202212,홍콩,성형외과,7.43
202212,홍콩,한의학과,3.51
202212,홍콩,안과,1.53
202212,홍콩,한약방,0.07
