국가명,KTO카테고리소분류,소비금액비율(카테고리별)
홍콩,대학/종합병원,14.77
홍콩,성형외과,35.19
홍콩,안과,0.74
홍콩,약국,4.62
홍콩,치과,8.1
홍콩,피부과,33.08
홍콩,한약방,0.07
홍콩,한의학과,3.43
