기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
201901,홍콩,약국,38.04
201901,홍콩,대학/종합병원,19.85
201901,홍콩,피부과,15.33
201901,홍콩,치과,10.99
201901,홍콩,성형외과,7.76
201901,홍콩,한의학과,4.71
201901,홍콩,안과,3.32
201902,홍콩,약국,38.4
201902,홍콩,대학/종합병원,22.78
201902,홍콩,피부과,15.1
201902,홍콩,치과,10.96
201902,홍콩,성형외과,8.11
201902,홍콩,한의학과,3.71
201902,홍콩,안과,0.95
201903,홍콩,약국,43.46
201903,홍콩,대학/종합병원,15.45
201903,홍콩,피부과,17.8
201903,홍콩,치과,7.94
201903,홍콩,성형외과,9.51
201903,홍콩,한의학과,3.84
201903,홍콩,안과,1.92
201903,홍콩,한약방,0.09
201904,홍콩,약국,39.81
201904,홍콩,대학/종합병원,18.2
201904,홍콩,피부과,16.75
201904,홍콩,치과,10.38
201904,홍콩,성형외과,9.47
201904,홍콩,한의학과,3.52
201904,홍콩,안과,1.64
201904,홍콩,한약방,0.24
201905,홍콩,약국,39.7
201905,홍콩,대학/종합병원,17.95
201905,홍콩,피부과,19.67
201905,홍콩,치과,8.54
201905,홍콩,성형외과,7.75
201905,홍콩,한의학과,4.45
201905,홍콩,안과,1.94
201906,홍콩,약국,43.88
201906,홍콩,대학/종합병원,12.55
201906,홍콩,피부과,19.46
201906,홍콩,치과,10.89
201906,홍콩,성형외과,7.59
201906,홍콩,한의학과,3.16
201906,홍콩,안과,2.4
201906,홍콩,한약방,0.08
201907,홍콩,약국,40.57
201907,홍콩,대학/종합병원,16.01
201907,홍콩,피부과,13.73
201907,홍콩,치과,12.31
201907,홍콩,성형외과,8.03
201907,홍콩,한의학과,5.53
201907,홍콩,안과,3.48
201907,홍콩,한약방,0.34
201908,홍콩,약국,42.22
201908,홍콩,대학/종합병원,14.95
201908,홍콩,피부과,16.36
201908,홍콩,치과,11.52
201908,홍콩,성형외과,7.68
201908,홍콩,한의학과,4.92
201908,홍콩,안과,2.09
201908,홍콩,한약방,0.27
201909,홍콩,약국,46.03
201909,홍콩,대학/종합병원,11.78
201909,홍콩,피부과,17.25
201909,홍콩,치과,9.22
201909,홍콩,성형외과,9.56
201909,홍콩,한의학과,4.36
201909,홍콩,안과,1.54
201909,홍콩,한약방,0.26
201910,홍콩,약국,44.79
201910,홍콩,대학/종합병원,15.57
201910,홍콩,피부과,16.22
201910,홍콩,치과,9.27
201910,홍콩,성형외과,8.88
201910,홍콩,한의학과,3.15
201910,홍콩,안과,2.06
201910,홍콩,한약방,0.06
201911,홍콩,약국,44.68
201911,홍콩,대학/종합병원,15.27
201911,홍콩,피부과,19.26
201911,홍콩,치과,6.16
201911,홍콩,성형외과,9.66
201911,홍콩,한의학과,3.57
201911,홍콩,안과,1.26
201911,홍콩,한약방,0.14
201912,홍콩,약국,40.92
201912,홍콩,대학/종합병원,20.05
201912,홍콩,피부과,14.75
201912,홍콩,치과,11.08
201912,홍콩,성형외과,7.47
201912,홍콩,한의학과,3.47
201912,홍콩,안과,2.17
201912,홍콩,한약방,0.1
