국가명,KTO카테고리소분류,소비건수비율(카테고리별)
홍콩,대학/종합병원,16.78
홍콩,성형외과,8.42
홍콩,안과,2.09
홍콩,약국,41.84
홍콩,치과,10.04
홍콩,피부과,16.68
홍콩,한약방,0.14
홍콩,한의학과,4.02
