,국가명,KTO카테고리소분류,소비금액비율
201901,홍콩,전체,2.01
201902,홍콩,전체,2.01
201903,홍콩,전체,1.94
201904,홍콩,전체,2.02
201905,홍콩,전체,1.85
201906,홍콩,전체,2.09
201907,홍콩,전체,2.37
201908,홍콩,전체,2.39
201909,홍콩,전체,1.76
201910,홍콩,전체,1.96
201911,홍콩,전체,1.73
201912,홍콩,전체,2.08
