,국가명,KTO카테고리소분류,소비금액비율
2018,일본,전체,7.33
2019,일본,전체,10.65
2020,일본,전체,10.46
2021,일본,전체,6.33
2022,일본,전체,9.75
2023,일본,전체,22.34
2024,일본,전체,22.55
2025,일본,전체,18.31
2026,일본,전체,14.11
