국가명,기준연월,소비건수
일본,2018,60681.0
일본,2019,99422.0
일본,2020,47935.0
일본,2021,39715.0
일본,2022,78619.0
일본,2023,305299.0
일본,2024,570874.0
일본,2025,830142.0
일본,2026,530014.0
