,국가명,KTO카테고리소분류,소비건수비율
2018,일본,전체,9.07
2019,일본,전체,11.29
2020,일본,전체,9.42
2021,일본,전체,7.36
2022,일본,전체,8.3
2023,일본,전체,18.4
2024,일본,전체,22.5
2025,일본,전체,21.66
2026,일본,전체,18.8
