국가명,기준연월,소비금액
일본,2018,2.1687957E7
일본,2019,4.1370975E7
일본,2020,1.4878622E7
일본,2021,7208190.0
일본,2022,2.5643062E7
일본,2023,1.29976824E8
일본,2024,2.34263089E8
일본,2025,3.15373428E8
일본,2026,1.68403221E8
