기준연월,시도명,소비금액_(전체)
2018,대전광역시,830505.0
2019,대전광역시,1051399.0
2020,대전광역시,852187.0
2021,대전광역시,697995.0
2022,대전광역시,1258034.0
2023,대전광역시,1701247.0
2024,대전광역시,2124999.0
2025,대전광역시,2518445.0
2026,대전광역시,1438036.0
