기준연월,시도명,소비건수_(전체)
2018,대전광역시,6575.0
2019,대전광역시,7458.0
2020,대전광역시,5920.0
2021,대전광역시,6751.0
2022,대전광역시,10719.0
2023,대전광역시,13748.0
2024,대전광역시,16821.0
2025,대전광역시,19342.0
2026,대전광역시,12058.0
