기준연월,시도명,소비건수_(전체)
2018,전북특별자치도,4019.0
2019,전북특별자치도,5421.0
2020,전북특별자치도,4511.0
2021,전북특별자치도,5388.0
2022,전북특별자치도,8220.0
2023,전북특별자치도,10281.0
2024,전북특별자치도,12566.0
2025,전북특별자치도,15100.0
2026,전북특별자치도,11206.0
