기준연월,시도명,소비금액_(전체)
2018,전북특별자치도,654713.0
2019,전북특별자치도,968106.0
2020,전북특별자치도,849381.0
2021,전북특별자치도,762460.0
2022,전북특별자치도,1030269.0
2023,전북특별자치도,1383797.0
2024,전북특별자치도,1578299.0
2025,전북특별자치도,1939479.0
2026,전북특별자치도,1296428.0
