국가명,기준연월,소비건수
대만,202201,313.0
대만,202202,271.0
대만,202203,429.0
대만,202204,342.0
대만,202205,489.0
대만,202206,619.0
대만,202207,652.0
대만,202208,696.0
대만,202209,799.0
대만,202210,932.0
대만,202211,1076.0
대만,202212,1098.0
