국가명,KTO카테고리소분류,소비건수비율(카테고리별)
대만,대학/종합병원,14.62
대만,성형외과,8.05
대만,안과,1.22
대만,약국,56.52
대만,치과,5.07
대만,피부과,11.94
대만,한약방,0.27
대만,한의학과,2.32
