,국가명,KTO카테고리소분류,소비건수비율
202201,대만,전체,0.79
202202,대만,전체,0.68
202203,대만,전체,0.87
202204,대만,전체,0.58
202205,대만,전체,0.66
202206,대만,전체,0.74
202207,대만,전체,0.66
202208,대만,전체,0.76
202209,대만,전체,0.88
202210,대만,전체,0.86
202211,대만,전체,1.01
202212,대만,전체,1.03
