기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202201,대만,피부과,41.2
202201,대만,성형외과,8.9
202201,대만,대학/종합병원,24.28
202201,대만,치과,6.63
202201,대만,약국,5.96
202201,대만,한의학과,9.21
202201,대만,안과,3.82
202202,대만,피부과,22.7
202202,대만,성형외과,6.39
202202,대만,대학/종합병원,19.3
202202,대만,치과,26.47
202202,대만,약국,9.89
202202,대만,한의학과,0.86
202202,대만,안과,14.26
202202,대만,한약방,0.12
202203,대만,피부과,31.62
202203,대만,성형외과,1.39
202203,대만,대학/종합병원,40.96
202203,대만,치과,14.85
202203,대만,약국,7.3
202203,대만,한의학과,3.28
202203,대만,한약방,0.6
202204,대만,피부과,29.19
202204,대만,성형외과,13.0
202204,대만,대학/종합병원,32.61
202204,대만,치과,9.63
202204,대만,약국,9.9
202204,대만,한의학과,5.27
202204,대만,안과,0.37
202204,대만,한약방,0.04
202205,대만,피부과,36.09
202205,대만,성형외과,10.41
202205,대만,대학/종합병원,23.27
202205,대만,치과,12.1
202205,대만,약국,14.86
202205,대만,한의학과,1.64
202205,대만,안과,1.62
202205,대만,한약방,0.02
202206,대만,피부과,13.32
202206,대만,성형외과,31.21
202206,대만,대학/종합병원,27.41
202206,대만,치과,17.84
202206,대만,약국,5.82
202206,대만,한의학과,1.27
202206,대만,안과,3.13
202207,대만,피부과,21.7
202207,대만,성형외과,55.18
202207,대만,대학/종합병원,9.09
202207,대만,치과,5.55
202207,대만,약국,5.5
202207,대만,한의학과,2.81
202207,대만,안과,0.15
202207,대만,한약방,0.02
202208,대만,피부과,12.73
202208,대만,성형외과,59.94
202208,대만,대학/종합병원,6.22
202208,대만,치과,8.85
202208,대만,약국,5.83
202208,대만,한의학과,2.08
202208,대만,안과,4.34
202208,대만,한약방,0.01
202209,대만,피부과,19.29
202209,대만,성형외과,59.43
202209,대만,대학/종합병원,2.88
202209,대만,치과,11.85
202209,대만,약국,4.27
202209,대만,한의학과,1.63
202209,대만,안과,0.63
202209,대만,한약방,0.01
202210,대만,피부과,26.06
202210,대만,성형외과,52.41
202210,대만,대학/종합병원,3.21
202210,대만,치과,5.0
202210,대만,약국,8.15
202210,대만,한의학과,1.21
202210,대만,안과,3.96
202210,대만,한약방,0.01
202211,대만,피부과,29.85
202211,대만,성형외과,51.95
202211,대만,대학/종합병원,7.27
202211,대만,치과,3.33
202211,대만,약국,5.42
202211,대만,한의학과,2.13
202211,대만,안과,0.05
202211,대만,한약방,0.01
202212,대만,피부과,43.08
202212,대만,성형외과,26.51
202212,대만,대학/종합병원,14.7
202212,대만,치과,6.11
202212,대만,약국,5.26
202212,대만,한의학과,2.81
202212,대만,안과,1.51
202212,대만,한약방,0.01
