방문자 거주지,방문지,기준년월,거주지 관광소비 비율(%),전체 관광소비액(천원)
대만,강원특별자치도,202001,3.002,5672147
대만,강원특별자치도,202002,2.969,2369131
대만,강원특별자치도,202003,0.285,673829
대만,강원특별자치도,202004,0.362,668254
대만,강원특별자치도,202005,0.195,751476
대만,강원특별자치도,202006,0.371,829504
대만,강원특별자치도,202007,0.212,1198248
대만,강원특별자치도,202008,0.463,1094231
대만,강원특별자치도,202009,0.206,1075294
대만,강원특별자치도,202010,0.4,1170418
대만,강원특별자치도,202011,0.252,962200
대만,강원특별자치도,202012,0.306,861894
대만,강원특별자치도,202101,0.258,749368
대만,강원특별자치도,202102,0.532,1064215
대만,강원특별자치도,202103,0.099,869103
대만,강원특별자치도,202104,0.117,867159
대만,강원특별자치도,202105,0.22,1118353
대만,강원특별자치도,202106,0.177,1102241
대만,강원특별자치도,202107,0.259,1531474
대만,강원특별자치도,202108,0.451,1309439
대만,강원특별자치도,202109,0.196,1354214
대만,강원특별자치도,202110,0.284,1357771
대만,강원특별자치도,202111,0.27,1232315
대만,강원특별자치도,202112,0.166,1505838
대만,강원특별자치도,202201,0.376,1131981
대만,강원특별자치도,202202,0.263,1222613
대만,강원특별자치도,202203,0.161,1118199
대만,강원특별자치도,202204,0.259,1616237
대만,강원특별자치도,202205,0.361,2323166
대만,강원특별자치도,202206,0.748,2282525
대만,강원특별자치도,202207,0.396,2794204
대만,강원특별자치도,202208,0.305,2788137
대만,강원특별자치도,202209,0.636,3223648
대만,강원특별자치도,202210,0.725,3578243
대만,강원특별자치도,202211,0.66,2501660
대만,강원특별자치도,202212,1.214,5414833
대만,강원특별자치도,202301,5.493,3909861
대만,강원특별자치도,202302,4.584,2816591
대만,강원특별자치도,202303,3.09,2470977
대만,강원특별자치도,202304,2.803,3532632
대만,강원특별자치도,202305,1.246,3503293
대만,강원특별자치도,202306,1.731,3603632
대만,강원특별자치도,202307,1.797,3721307
대만,강원특별자치도,202308,1.797,4359043
대만,강원특별자치도,202309,1.699,3500794
대만,강원특별자치도,202310,1.873,4676423
대만,강원특별자치도,202311,2.228,3003481
대만,강원특별자치도,202312,2.892,6519994
대만,강원특별자치도,202401,5.119,5752507
대만,강원특별자치도,202402,6.55,4698338
대만,강원특별자치도,202403,2.237,2990382
대만,강원특별자치도,202404,1.994,3384418
대만,강원특별자치도,202405,1.696,3632763
대만,강원특별자치도,202406,3.181,5501989
대만,강원특별자치도,202407,2.178,3813270
대만,강원특별자치도,202408,1.946,4383123
대만,강원특별자치도,202409,1.98,4123483
대만,강원특별자치도,202410,1.911,5567470
대만,강원특별자치도,202411,1.783,3485011
대만,강원특별자치도,202412,2.82,7020599
대만,강원특별자치도,202501,8.796,5830564
대만,강원특별자치도,202502,8.811,4362570
대만,강원특별자치도,202503,2.73,3049864
대만,강원특별자치도,202504,1.646,3929638
대만,강원특별자치도,202505,1.392,4170550
대만,강원특별자치도,202506,1.849,4183558
대만,강원특별자치도,202507,3.5,4721259
대만,강원특별자치도,202508,3.271,4826066
대만,강원특별자치도,202509,2.176,3782946
대만,강원특별자치도,202510,2.154,5906202
대만,강원특별자치도,202511,1.944,4278026
대만,강원특별자치도,202512,3.332,8755272
대만,강원특별자치도,202601,9.043,6059742
대만,강원특별자치도,202602,12.414,6264365
대만,강원특별자치도,202603,3.375,4592667
대만,강원특별자치도,202604,1.906,6626635
대만,강원특별자치도,202605,1.812,7482784
대만,강원특별자치도,202606,1.88,7250879
대만,강원특별자치도,202607,3.928,6562572
대만,경기도,202001,4.122,35645465
대만,경기도,202002,4.079,27841973
대만,경기도,202003,0.546,13130988
대만,경기도,202004,0.556,10713056
대만,경기도,202005,0.456,14367337
대만,경기도,202006,0.574,15897945
대만,경기도,202007,0.784,18589907
대만,경기도,202008,1.065,17324322
대만,경기도,202009,0.866,18038518
대만,경기도,202010,0.578,20525355
대만,경기도,202011,0.719,19440468
대만,경기도,202012,0.841,18171345
대만,경기도,202101,1.14,15061376
대만,경기도,202102,0.668,16030119
대만,경기도,202103,0.812,21243734
대만,경기도,202104,0.944,20177076
대만,경기도,202105,0.637,22552175
대만,경기도,202106,0.811,21665377
대만,경기도,202107,0.894,22377770
대만,경기도,202108,1.009,22458652
대만,경기도,202109,0.858,21827526
대만,경기도,202110,0.906,26171074
대만,경기도,202111,1.136,24766252
대만,경기도,202112,0.984,22160903
대만,경기도,202201,1.268,14398933
대만,경기도,202202,1.015,17516907
대만,경기도,202203,1.234,22015432
대만,경기도,202204,1.003,28824957
대만,경기도,202205,0.964,33803354
대만,경기도,202206,1.021,36079282
대만,경기도,202207,1.237,41292078
대만,경기도,202208,1.125,37396217
대만,경기도,202209,1.476,40441868
대만,경기도,202210,1.69,50008197
대만,경기도,202211,1.981,44305235
대만,경기도,202212,2.343,44771504
대만,경기도,202301,3.285,33928781
대만,경기도,202302,3.649,34734011
대만,경기도,202303,2.915,46279852
대만,경기도,202304,3.302,51904071
대만,경기도,202305,3.461,53208270
대만,경기도,202306,3.774,52541921
대만,경기도,202307,3.879,51466523
대만,경기도,202308,4.097,48361309
대만,경기도,202309,3.63,50869110
대만,경기도,202310,3.404,60482191
대만,경기도,202311,3.171,56479006
대만,경기도,202312,3.145,52219285
대만,경기도,202401,4.439,44116233
대만,경기도,202402,4.612,42580869
대만,경기도,202403,3.778,56484205
대만,경기도,202404,4.018,60780313
대만,경기도,202405,3.762,59563239
대만,경기도,202406,3.741,61094062
대만,경기도,202407,4.206,58549297
대만,경기도,202408,4.496,58952896
대만,경기도,202409,3.81,59671026
대만,경기도,202410,3.506,70124218
대만,경기도,202411,3.714,68812692
대만,경기도,202412,4.04,66943173
대만,경기도,202501,5.748,52264894
대만,경기도,202502,5.366,50321885
대만,경기도,202503,3.898,69989767
대만,경기도,202504,3.736,73501735
대만,경기도,202505,3.918,74102725
대만,경기도,202506,4.025,72088580
대만,경기도,202507,5.122,68406089
대만,경기도,202508,5.224,66837951
대만,경기도,202509,4.548,69996920
대만,경기도,202510,4.408,80359800
대만,경기도,202511,4.351,84865689
대만,경기도,202512,5.871,84098157
대만,경기도,202601,5.804,67227887
대만,경기도,202602,7.079,58909312
대만,경기도,202603,4.336,90937569
대만,경기도,202604,4.104,103386696
대만,경기도,202605,4.927,106156472
대만,경기도,202606,5.031,99772775
대만,경기도,202607,5.527,95766721
대만,경상남도,202001,1.082,2821024
대만,경상남도,202002,0.948,2465061
대만,경상남도,202003,0.172,1367780
대만,경상남도,202004,0.194,1170629
대만,경상남도,202005,0.293,1215736
대만,경상남도,202006,0.224,1438797
대만,경상남도,202007,0.645,1457613
대만,경상남도,202008,0.332,1578318
대만,경상남도,202009,0.321,1718017
대만,경상남도,202010,1.314,1726256
대만,경상남도,202011,0.398,1910519
대만,경상남도,202012,0.474,1623108
대만,경상남도,202101,0.215,1379973
대만,경상남도,202102,0.393,1197886
대만,경상남도,202103,0.306,1624495
대만,경상남도,202104,0.542,1524906
대만,경상남도,202105,0.175,1748554
대만,경상남도,202106,0.312,1778325
대만,경상남도,202107,0.758,1706786
대만,경상남도,202108,0.858,1714196
대만,경상남도,202109,0.286,1767239
대만,경상남도,202110,0.659,2010019
대만,경상남도,202111,0.477,2075463
대만,경상남도,202112,0.373,1724010
대만,경상남도,202201,0.722,1207730
대만,경상남도,202202,0.876,1131395
대만,경상남도,202203,0.518,1655939
대만,경상남도,202204,0.928,1885531
대만,경상남도,202205,1.441,2307618
대만,경상남도,202206,0.916,2372788
대만,경상남도,202207,0.926,2939674
대만,경상남도,202208,0.919,2564154
대만,경상남도,202209,1.144,2441127
대만,경상남도,202210,1.109,2970887
대만,경상남도,202211,1.904,2686769
대만,경상남도,202212,1.996,2647160
대만,경상남도,202301,2.576,2060247
대만,경상남도,202302,2.34,2182245
대만,경상남도,202303,2.268,2895481
대만,경상남도,202304,2.588,3357719
대만,경상남도,202305,2.234,3550822
대만,경상남도,202306,2.998,3125441
대만,경상남도,202307,2.201,3572787
대만,경상남도,202308,3.084,3037381
대만,경상남도,202309,2.334,3688791
대만,경상남도,202310,2.947,4528625
대만,경상남도,202311,2.934,3697889
대만,경상남도,202312,7.391,3377265
대만,경상남도,202401,3.192,2963043
대만,경상남도,202402,3.721,2662662
대만,경상남도,202403,5.627,3731943
대만,경상남도,202404,2.606,3984774
대만,경상남도,202405,3.063,4029045
대만,경상남도,202406,2.433,4038907
대만,경상남도,202407,2.655,3972599
대만,경상남도,202408,3.328,3652409
대만,경상남도,202409,2.455,3838137
대만,경상남도,202410,2.371,5101272
대만,경상남도,202411,3.173,4513885
대만,경상남도,202412,3.341,4243213
대만,경상남도,202501,4.35,3482656
대만,경상남도,202502,3.963,3402645
대만,경상남도,202503,3.538,4727271
대만,경상남도,202504,3.62,5052865
대만,경상남도,202505,2.986,5001888
대만,경상남도,202506,2.932,5165059
대만,경상남도,202507,4.661,5050696
대만,경상남도,202508,4.129,5161201
대만,경상남도,202509,3.291,5621069
대만,경상남도,202510,3.474,6255197
대만,경상남도,202511,6.862,8321967
대만,경상남도,202512,4.796,5233360
대만,경상남도,202601,4.68,4304159
대만,경상남도,202602,5.735,3785557
대만,경상남도,202603,5.957,6118737
대만,경상남도,202604,5.865,6938692
대만,경상남도,202605,5.544,7243511
대만,경상남도,202606,4.626,6562127
대만,경상남도,202607,5.999,6295300
대만,경상북도,202001,1.365,1625896
대만,경상북도,202002,1.265,1121701
대만,경상북도,202003,0.202,452839
대만,경상북도,202004,0.226,453240
대만,경상북도,202005,0.155,693482
대만,경상북도,202006,0.246,744294
대만,경상북도,202007,0.221,982722
대만,경상북도,202008,0.099,1050543
대만,경상북도,202009,0.288,1027389
대만,경상북도,202010,0.491,1112678
대만,경상북도,202011,0.332,1068515
대만,경상북도,202012,0.362,967674
대만,경상북도,202101,0.214,841147
대만,경상북도,202102,0.359,762385
대만,경상북도,202103,0.272,1059629
대만,경상북도,202104,0.499,986932
대만,경상북도,202105,0.368,1067675
대만,경상북도,202106,0.256,1118099
대만,경상북도,202107,0.484,1236207
대만,경상북도,202108,0.747,1170875
대만,경상북도,202109,0.574,1225037
대만,경상북도,202110,0.542,1495777
대만,경상북도,202111,0.45,1485779
대만,경상북도,202112,0.317,1147668
대만,경상북도,202201,0.735,828004
대만,경상북도,202202,0.852,863708
대만,경상북도,202203,0.476,1216638
대만,경상북도,202204,0.898,1875661
대만,경상북도,202205,0.74,1874048
대만,경상북도,202206,0.964,2079262
대만,경상북도,202207,0.359,2354618
대만,경상북도,202208,0.659,2262054
대만,경상북도,202209,0.734,2339799
대만,경상북도,202210,0.937,3496325
대만,경상북도,202211,0.935,2581217
대만,경상북도,202212,0.649,2482295
대만,경상북도,202301,1.48,2016578
대만,경상북도,202302,1.144,2339935
대만,경상북도,202303,1.183,3628666
대만,경상북도,202304,1.355,4182818
대만,경상북도,202305,1.133,3826710
대만,경상북도,202306,1.488,3961784
대만,경상북도,202307,1.336,3716363
대만,경상북도,202308,1.347,3814148
대만,경상북도,202309,1.719,3825771
대만,경상북도,202310,1.68,4629207
대만,경상북도,202311,1.716,3827314
대만,경상북도,202312,1.558,2935639
대만,경상북도,202401,1.81,2414688
대만,경상북도,202402,2.155,2773465
대만,경상북도,202403,1.677,4618506
대만,경상북도,202404,1.933,4639326
대만,경상북도,202405,1.413,5046167
대만,경상북도,202406,1.801,4395343
대만,경상북도,202407,1.945,4089682
대만,경상북도,202408,1.469,5110201
대만,경상북도,202409,1.593,5450236
대만,경상북도,202410,1.917,6187358
대만,경상북도,202411,1.874,5287938
대만,경상북도,202412,1.652,4309976
대만,경상북도,202501,2.73,2994467
대만,경상북도,202502,3.499,3669191
대만,경상북도,202503,2.381,6655454
대만,경상북도,202504,1.432,6464151
대만,경상북도,202505,1.485,6318613
대만,경상북도,202506,1.816,5594361
대만,경상북도,202507,2.198,4772022
대만,경상북도,202508,2.119,5444693
대만,경상북도,202509,1.558,6010425
대만,경상북도,202510,2.335,8074866
대만,경상북도,202511,1.937,7052614
대만,경상북도,202512,1.864,4575833
대만,경상북도,202601,3.098,3031059
대만,경상북도,202602,3.994,3046291
대만,경상북도,202603,1.316,8021124
대만,경상북도,202604,1.739,9165578
대만,경상북도,202605,1.592,9483358
대만,경상북도,202606,2.337,7487848
대만,경상북도,202607,2.912,7217154
대만,광주광역시,202001,0.898,800621
대만,광주광역시,202002,0.678,543558
대만,광주광역시,202003,0.125,383465
대만,광주광역시,202004,0.135,450289
대만,광주광역시,202005,0.046,473306
대만,광주광역시,202006,0.046,426929
대만,광주광역시,202007,0.099,500090
대만,광주광역시,202008,0.064,409073
대만,광주광역시,202009,0.055,412703
대만,광주광역시,202010,0.025,559901
대만,광주광역시,202011,0.114,541820
대만,광주광역시,202012,0.224,499572
대만,광주광역시,202101,0.047,393509
대만,광주광역시,202102,0.243,415547
대만,광주광역시,202103,0.029,599508
대만,광주광역시,202104,0.05,548501
대만,광주광역시,202105,0.064,595741
대만,광주광역시,202106,0.066,560571
대만,광주광역시,202107,0.159,599727
대만,광주광역시,202108,0.041,580982
대만,광주광역시,202109,0.065,709124
대만,광주광역시,202110,0.25,860302
대만,광주광역시,202111,0.214,633253
대만,광주광역시,202112,0.196,509916
대만,광주광역시,202201,0.323,372921
대만,광주광역시,202202,0.56,350597
대만,광주광역시,202203,0.55,529638
대만,광주광역시,202204,0.376,793908
대만,광주광역시,202205,1.119,1119488
대만,광주광역시,202206,0.571,997332
대만,광주광역시,202207,0.764,1030389
대만,광주광역시,202208,0.512,928095
대만,광주광역시,202209,0.537,1001456
대만,광주광역시,202210,0.967,1378161
대만,광주광역시,202211,0.748,1120378
대만,광주광역시,202212,1.359,1132377
대만,광주광역시,202301,0.859,817226
대만,광주광역시,202302,0.848,820445
대만,광주광역시,202303,1.237,1053000
대만,광주광역시,202304,1.131,1779752
대만,광주광역시,202305,1.3,1343547
대만,광주광역시,202306,1.642,1244959
대만,광주광역시,202307,0.96,1272104
대만,광주광역시,202308,1.454,1105822
대만,광주광역시,202309,1.121,1500100
대만,광주광역시,202310,0.669,2084997
대만,광주광역시,202311,2.135,1781053
대만,광주광역시,202312,1.284,1403889
대만,광주광역시,202401,1.325,970813
대만,광주광역시,202402,1.197,819237
대만,광주광역시,202403,0.647,1598610
대만,광주광역시,202404,1.432,1687865
대만,광주광역시,202405,1.204,1651334
대만,광주광역시,202406,0.812,1540480
대만,광주광역시,202407,0.831,1359424
대만,광주광역시,202408,1.591,1348327
대만,광주광역시,202409,1.432,1956192
대만,광주광역시,202410,1.289,2154708
대만,광주광역시,202411,1.322,2099681
대만,광주광역시,202412,3.572,1758159
대만,광주광역시,202501,2.897,1251472
대만,광주광역시,202502,1.207,1033709
대만,광주광역시,202503,1.336,1778441
대만,광주광역시,202504,4.054,2839212
대만,광주광역시,202505,2.729,2466784
대만,광주광역시,202506,1.447,1878371
대만,광주광역시,202507,1.335,1686333
대만,광주광역시,202508,3.104,1838925
대만,광주광역시,202509,2.247,2182325
대만,광주광역시,202510,1.337,2420623
대만,광주광역시,202511,1.748,2210898
대만,광주광역시,202512,1.28,1988194
대만,광주광역시,202601,1.279,1435864
대만,광주광역시,202602,1.937,1147016
대만,광주광역시,202603,1.372,2685508
대만,광주광역시,202604,0.967,4000357
대만,광주광역시,202605,0.997,3168459
대만,광주광역시,202606,2.021,2881879
대만,대구광역시,202001,25.496,3604131
대만,대구광역시,202002,25.153,2493142
대만,대구광역시,202003,0.162,595362
대만,대구광역시,202004,0.355,595868
대만,대구광역시,202005,0.26,1186484
대만,대구광역시,202006,0.048,1324568
대만,대구광역시,202007,0.098,1411764
대만,대구광역시,202008,0.112,1366973
대만,대구광역시,202009,0.164,1400393
대만,대구광역시,202010,0.198,1754781
대만,대구광역시,202011,0.257,1539030
대만,대구광역시,202012,0.391,1590107
대만,대구광역시,202101,0.282,1206651
대만,대구광역시,202102,0.216,1264785
대만,대구광역시,202103,0.105,1796881
대만,대구광역시,202104,0.192,1877254
대만,대구광역시,202105,0.352,2011698
대만,대구광역시,202106,0.262,1745345
대만,대구광역시,202107,0.159,2020322
대만,대구광역시,202108,0.306,1884990
대만,대구광역시,202109,0.332,2007715
대만,대구광역시,202110,0.35,2535999
대만,대구광역시,202111,0.413,2047396
대만,대구광역시,202112,0.311,1824045
대만,대구광역시,202201,0.312,1087022
대만,대구광역시,202202,0.189,1456806
대만,대구광역시,202203,0.589,2001156
대만,대구광역시,202204,0.72,2623788
대만,대구광역시,202205,0.561,4271897
대만,대구광역시,202206,0.515,2867864
대만,대구광역시,202207,0.497,3087928
대만,대구광역시,202208,0.813,2827313
대만,대구광역시,202209,0.662,3156366
대만,대구광역시,202210,1.4,3822380
대만,대구광역시,202211,1.404,3472288
대만,대구광역시,202212,1.646,3294762
대만,대구광역시,202301,7.992,2721438
대만,대구광역시,202302,8.239,2778157
대만,대구광역시,202303,6.804,3950628
대만,대구광역시,202304,7.639,4376706
대만,대구광역시,202305,7.734,4552386
대만,대구광역시,202306,8.283,4395101
대만,대구광역시,202307,7.157,4640683
대만,대구광역시,202308,6.61,3960296
대만,대구광역시,202309,8.729,4492697
대만,대구광역시,202310,9.285,4983310
대만,대구광역시,202311,7.962,4366793
대만,대구광역시,202312,8.396,4052883
대만,대구광역시,202401,7.417,3049207
대만,대구광역시,202402,10.127,3198913
대만,대구광역시,202403,9.202,4593858
대만,대구광역시,202404,8.965,4868191
대만,대구광역시,202405,7.784,5742767
대만,대구광역시,202406,8.999,5023921
대만,대구광역시,202407,8.276,4986962
대만,대구광역시,202408,7.102,5390168
대만,대구광역시,202409,7.828,5476978
대만,대구광역시,202410,6.567,6127432
대만,대구광역시,202411,6.842,5729296
대만,대구광역시,202412,5.291,5546930
대만,대구광역시,202501,6.734,4322540
대만,대구광역시,202502,5.554,4224143
대만,대구광역시,202503,5.95,6335517
대만,대구광역시,202504,7.441,6706748
대만,대구광역시,202505,7.027,6713599
대만,대구광역시,202506,7.521,6325127
대만,대구광역시,202507,9.01,5839053
대만,대구광역시,202508,8.543,5951107
대만,대구광역시,202509,7.596,6632886
대만,대구광역시,202510,4.834,6888602
대만,대구광역시,202511,5.581,6731918
대만,대구광역시,202512,5.605,6131683
대만,대구광역시,202601,5.432,4649737
대만,대구광역시,202602,5.327,4283616
대만,대구광역시,202603,4.367,8016429
대만,대구광역시,202604,5.469,8395975
대만,대구광역시,202605,6.762,9166185
대만,대구광역시,202606,7.0,8736758
대만,대구광역시,202607,7.643,7948053
대만,대전광역시,202001,1.604,2152944
대만,대전광역시,202002,1.758,1552615
대만,대전광역시,202003,0.972,543007
대만,대전광역시,202004,0.276,514627
대만,대전광역시,202005,0.646,631438
대만,대전광역시,202006,0.42,670716
대만,대전광역시,202007,0.339,850466
대만,대전광역시,202008,0.163,887815
대만,대전광역시,202009,0.263,818812
대만,대전광역시,202010,0.232,1013270
대만,대전광역시,202011,0.262,1028614
대만,대전광역시,202012,0.276,756297
대만,대전광역시,202101,0.176,644008
대만,대전광역시,202102,0.455,622888
대만,대전광역시,202103,0.235,847203
대만,대전광역시,202104,0.327,819002
대만,대전광역시,202105,0.455,1097909
대만,대전광역시,202106,0.512,923621
대만,대전광역시,202107,0.593,951980
대만,대전광역시,202108,0.251,958905
대만,대전광역시,202109,0.521,999588
대만,대전광역시,202110,0.513,1233731
대만,대전광역시,202111,0.356,1248486
대만,대전광역시,202112,0.391,1080480
대만,대전광역시,202201,0.454,775592
대만,대전광역시,202202,0.5,920859
대만,대전광역시,202203,0.4,1119333
대만,대전광역시,202204,0.284,1516154
대만,대전광역시,202205,0.177,2002978
대만,대전광역시,202206,0.159,2235724
대만,대전광역시,202207,0.439,2574586
대만,대전광역시,202208,0.697,2442030
대만,대전광역시,202209,0.585,3049939
대만,대전광역시,202210,0.654,3892267
대만,대전광역시,202211,0.8,2976131
대만,대전광역시,202212,1.359,2751547
대만,대전광역시,202301,2.074,1765065
대만,대전광역시,202302,2.303,1925736
대만,대전광역시,202303,1.543,3049601
대만,대전광역시,202304,1.473,3621324
대만,대전광역시,202305,1.092,3439027
대만,대전광역시,202306,1.984,3498342
대만,대전광역시,202307,1.816,3675892
대만,대전광역시,202308,2.12,3564290
대만,대전광역시,202309,1.382,3748317
대만,대전광역시,202310,2.051,4183928
대만,대전광역시,202311,1.909,3550173
대만,대전광역시,202312,2.091,2982791
대만,대전광역시,202401,2.4,2365520
대만,대전광역시,202402,2.692,2149130
대만,대전광역시,202403,2.45,3573010
대만,대전광역시,202404,2.065,4063206
대만,대전광역시,202405,2.291,3822627
대만,대전광역시,202406,2.493,4148165
대만,대전광역시,202407,2.688,3743573
대만,대전광역시,202408,2.736,3741742
대만,대전광역시,202409,2.091,3974513
대만,대전광역시,202410,2.002,5087813
대만,대전광역시,202411,1.977,4355038
대만,대전광역시,202412,2.62,3828920
대만,대전광역시,202501,3.036,2478406
대만,대전광역시,202502,2.509,2508867
대만,대전광역시,202503,2.582,4087124
대만,대전광역시,202504,2.307,4598320
대만,대전광역시,202505,1.964,4461749
대만,대전광역시,202506,2.143,4935605
대만,대전광역시,202507,3.318,4390773
대만,대전광역시,202508,3.303,3846235
대만,대전광역시,202509,2.409,5251825
대만,대전광역시,202510,2.352,5137972
대만,대전광역시,202511,2.665,5077947
대만,대전광역시,202512,2.969,4414667
대만,대전광역시,202601,2.702,3500508
대만,대전광역시,202602,4.127,3070413
대만,대전광역시,202603,2.645,5824123
대만,대전광역시,202604,2.112,5905807
대만,대전광역시,202605,2.131,6256761
대만,대전광역시,202606,3.04,6679487
대만,대전광역시,202607,4.372,7004617
대만,부산광역시,202001,11.977,33826894
대만,부산광역시,202002,11.448,22192325
대만,부산광역시,202003,0.332,4359000
대만,부산광역시,202004,0.336,2996752
대만,부산광역시,202005,0.385,4295514
대만,부산광역시,202006,0.248,4846281
대만,부산광역시,202007,0.405,5556211
대만,부산광역시,202008,0.706,4505834
대만,부산광역시,202009,0.711,4338551
대만,부산광역시,202010,0.353,4988689
대만,부산광역시,202011,0.607,4999467
대만,부산광역시,202012,0.464,4689055
대만,부산광역시,202101,0.781,3918309
대만,부산광역시,202102,0.475,3894688
대만,부산광역시,202103,0.344,5326239
대만,부산광역시,202104,0.787,4047820
대만,부산광역시,202105,0.42,5474413
대만,부산광역시,202106,0.482,4788646
대만,부산광역시,202107,1.052,5331590
대만,부산광역시,202108,0.608,5053488
대만,부산광역시,202109,0.354,5544246
대만,부산광역시,202110,0.464,6465898
대만,부산광역시,202111,0.475,5943494
대만,부산광역시,202112,0.503,5748642
대만,부산광역시,202201,0.749,4204485
대만,부산광역시,202202,0.892,4836993
대만,부산광역시,202203,0.829,5290181
대만,부산광역시,202204,0.436,6930469
대만,부산광역시,202205,0.392,10459518
대만,부산광역시,202206,0.391,10765331
대만,부산광역시,202207,0.549,13462885
대만,부산광역시,202208,0.915,14589882
대만,부산광역시,202209,1.007,17922176
대만,부산광역시,202210,1.254,27847871
대만,부산광역시,202211,3.066,22183573
대만,부산광역시,202212,5.869,23430786
대만,부산광역시,202301,14.416,20860468
대만,부산광역시,202302,19.006,17778101
대만,부산광역시,202303,15.177,36709994
대만,부산광역시,202304,18.396,42905278
대만,부산광역시,202305,15.785,40524489
대만,부산광역시,202306,21.614,43372470
대만,부산광역시,202307,24.309,40911650
대만,부산광역시,202308,22.599,40115026
대만,부산광역시,202309,20.329,45919424
대만,부산광역시,202310,16.647,59233113
대만,부산광역시,202311,15.355,50685242
대만,부산광역시,202312,18.263,39902433
대만,부산광역시,202401,22.678,32365065
대만,부산광역시,202402,25.167,36359330
대만,부산광역시,202403,26.455,52560544
대만,부산광역시,202404,22.461,61725432
대만,부산광역시,202405,18.043,60294435
대만,부산광역시,202406,21.409,62878027
대만,부산광역시,202407,21.82,57962831
대만,부산광역시,202408,19.898,63552819
대만,부산광역시,202409,20.444,62696905
대만,부산광역시,202410,19.136,76103678
대만,부산광역시,202411,20.733,66722845
대만,부산광역시,202412,24.388,61108911
대만,부산광역시,202501,30.08,48400799
대만,부산광역시,202502,30.796,44993319
대만,부산광역시,202503,23.401,73426059
대만,부산광역시,202504,23.786,84063690
대만,부산광역시,202505,26.065,80879384
대만,부산광역시,202506,28.563,79987222
대만,부산광역시,202507,30.435,80326942
대만,부산광역시,202508,33.246,90576046
대만,부산광역시,202509,26.324,86198909
대만,부산광역시,202510,24.325,91543923
대만,부산광역시,202511,24.245,95535873
대만,부산광역시,202512,28.026,83702991
대만,부산광역시,202601,29.436,61552520
대만,부산광역시,202602,34.209,64227494
대만,부산광역시,202603,26.648,96186178
대만,부산광역시,202604,25.026,119139636
대만,부산광역시,202605,24.628,132062354
대만,부산광역시,202606,27.589,137058290
대만,부산광역시,202607,30.859,132023883
대만,서울특별시,202001,5.437,351349914
대만,서울특별시,202002,6.221,186462860
대만,서울특별시,202003,0.787,43849949
대만,서울특별시,202004,0.788,34676869
대만,서울특별시,202005,0.803,33858325
대만,서울특별시,202006,1.084,37028633
대만,서울특별시,202007,0.775,43712654
대만,서울특별시,202008,1.152,39282050
대만,서울특별시,202009,1.078,39443955
대만,서울특별시,202010,1.233,42329231
대만,서울특별시,202011,0.952,41938892
대만,서울특별시,202012,0.995,39469949
대만,서울특별시,202101,1.28,32768838
대만,서울특별시,202102,1.168,29437112
대만,서울특별시,202103,0.965,37218185
대만,서울특별시,202104,0.754,38453656
대만,서울특별시,202105,0.759,42655666
대만,서울특별시,202106,0.826,44200065
대만,서울특별시,202107,0.828,46333460
대만,서울특별시,202108,0.906,45953789
대만,서울특별시,202109,0.804,46462033
대만,서울특별시,202110,0.8,60146491
대만,서울특별시,202111,0.86,61312648
대만,서울특별시,202112,0.874,55556780
대만,서울특별시,202201,0.95,37233687
대만,서울특별시,202202,0.965,41740183
대만,서울특별시,202203,1.027,52489582
대만,서울특별시,202204,0.942,82787820
대만,서울특별시,202205,0.633,119198139
대만,서울특별시,202206,0.786,140103704
대만,서울특별시,202207,1.027,177203092
대만,서울특별시,202208,1.751,169983773
대만,서울특별시,202209,2.556,212086989
대만,서울특별시,202210,2.519,304980066
대만,서울특별시,202211,3.718,270592589
대만,서울특별시,202212,5.11,297572881
대만,서울특별시,202301,8.902,210305200
대만,서울특별시,202302,10.821,210512050
대만,서울특별시,202303,6.665,321840042
대만,서울특별시,202304,7.713,415433479
대만,서울특별시,202305,5.975,412234471
대만,서울특별시,202306,7.978,417665934
대만,서울특별시,202307,7.745,415219254
대만,서울특별시,202308,8.231,384863562
대만,서울특별시,202309,7.63,433743600
대만,서울특별시,202310,6.891,521251054
대만,서울특별시,202311,6.486,490472331
대만,서울특별시,202312,6.942,457134138
대만,서울특별시,202401,8.803,363272597
대만,서울특별시,202402,10.524,338992845
대만,서울특별시,202403,7.703,513952690
대만,서울특별시,202404,8.141,596867997
대만,서울특별시,202405,8.017,577373050
대만,서울특별시,202406,9.022,579653181
대만,서울특별시,202407,8.499,528084485
대만,서울특별시,202408,8.2,522567314
대만,서울특별시,202409,8.802,566392993
대만,서울특별시,202410,7.612,708093147
대만,서울특별시,202411,7.556,645600829
대만,서울특별시,202412,8.798,614298283
대만,서울특별시,202501,11.504,450653879
대만,서울특별시,202502,11.312,431650489
대만,서울특별시,202503,9.143,656703454
대만,서울특별시,202504,7.659,797175308
대만,서울특별시,202505,8.663,723803910
대만,서울특별시,202506,9.485,700434505
대만,서울특별시,202507,10.44,660754990
대만,서울특별시,202508,11.771,653346105
대만,서울특별시,202509,10.185,740909635
대만,서울특별시,202510,9.053,790881853
대만,서울특별시,202511,9.329,852396002
대만,서울특별시,202512,11.03,849501601
대만,서울특별시,202601,10.585,627754741
대만,서울특별시,202602,12.832,559644308
대만,서울특별시,202603,8.481,956896757
대만,서울특별시,202604,7.315,1153017696
대만,서울특별시,202605,7.748,1204071105
대만,서울특별시,202606,8.486,1176519303
