방문자 거주지,방문지,기준년월,전체 외국인 방문자 수,거주지 방문자 수 비율(%)
대만,강원특별자치도,202001,155793,23.204
대만,강원특별자치도,202002,78089,15.630
대만,강원특별자치도,202003,3030,0.693
대만,강원특별자치도,202004,4840,0.310
대만,강원특별자치도,202005,4483,0.513
대만,강원특별자치도,202006,6347,0.741
대만,강원특별자치도,202007,4340,0.276
대만,강원특별자치도,202008,5165,0.794
대만,강원특별자치도,202009,4824,0.352
대만,강원특별자치도,202010,4489,0.267
대만,강원특별자치도,202011,4084,0.416
대만,강원특별자치도,202012,3549,0.282
대만,강원특별자치도,202101,7048,0.511
대만,강원특별자치도,202102,7889,0.748
대만,강원특별자치도,202103,9690,0.444
대만,강원특별자치도,202104,8484,0.212
대만,강원특별자치도,202105,9432,0.170
대만,강원특별자치도,202106,9403,0.213
대만,강원특별자치도,202107,11156,0.179
대만,강원특별자치도,202108,13493,0.585
대만,강원특별자치도,202109,11693,0.222
대만,강원특별자치도,202110,12725,0.314
대만,강원특별자치도,202111,10433,0.230
대만,강원특별자치도,202112,11036,0.353
대만,강원특별자치도,202201,12081,0.232
대만,강원특별자치도,202202,14742,0.597
대만,강원특별자치도,202203,14171,0.346
대만,강원특별자치도,202204,19600,0.235
대만,강원특별자치도,202205,31620,0.269
대만,강원특별자치도,202206,46109,0.293
대만,강원특별자치도,202207,57331,0.398
대만,강원특별자치도,202208,62000,0.890
대만,강원특별자치도,202209,58761,0.854
대만,강원특별자치도,202210,85157,2.454
대만,강원특별자치도,202211,63081,3.629
대만,강원특별자치도,202212,114406,8.182
대만,강원특별자치도,202301,131525,23.711
대만,강원특별자치도,202302,115731,16.503
대만,강원특별자치도,202303,98048,7.602
대만,강원특별자치도,202304,247608,9.193
대만,강원특별자치도,202305,235564,6.850
대만,강원특별자치도,202306,243846,7.343
대만,강원특별자치도,202307,266403,8.003
대만,강원특별자치도,202308,251695,11.425
대만,강원특별자치도,202309,230999,13.002
대만,강원특별자치도,202310,293984,11.972
대만,강원특별자치도,202311,216274,10.490
대만,강원특별자치도,202312,306455,13.565
대만,강원특별자치도,202401,287002,27.548
대만,강원특별자치도,202402,253974,23.952
대만,강원특별자치도,202403,207427,12.516
대만,강원특별자치도,202404,287107,12.426
대만,강원특별자치도,202405,296436,5.034
대만,강원특별자치도,202406,308225,5.210
대만,강원특별자치도,202407,275199,5.488
대만,강원특별자치도,202408,228890,4.929
대만,강원특별자치도,202409,220304,4.326
대만,강원특별자치도,202410,295920,6.307
대만,강원특별자치도,202411,220541,5.379
대만,강원특별자치도,202412,299826,7.032
대만,강원특별자치도,202501,248888,20.168
대만,강원특별자치도,202502,197800,17.990
대만,강원특별자치도,202503,187417,7.121
대만,강원특별자치도,202504,328146,3.903
대만,강원특별자치도,202505,330275,2.453
대만,강원특별자치도,202506,335323,2.537
대만,강원특별자치도,202507,353097,4.290
대만,강원특별자치도,202508,260102,4.132
대만,강원특별자치도,202509,227229,2.925
대만,강원특별자치도,202510,313881,4.980
대만,강원특별자치도,202511,252131,4.864
대만,강원특별자치도,202512,327455,5.577
대만,강원특별자치도,202601,259470,15.764
대만,강원특별자치도,202602,244677,19.084
대만,강원특별자치도,202603,198163,4.261
대만,강원특별자치도,202604,353169,2.709
대만,강원특별자치도,202605,439507,1.722
대만,강원특별자치도,202606,423311,1.594
대만,강원특별자치도,202607,387378,2.918
대만,경기도,202001,1186960,5.266
대만,경기도,202002,698133,3.900
대만,경기도,202003,38101,0.307
대만,경기도,202004,57412,0.232
대만,경기도,202005,60076,0.278
대만,경기도,202006,80177,0.278
대만,경기도,202007,63900,0.261
대만,경기도,202008,73885,0.508
대만,경기도,202009,67944,0.299
대만,경기도,202010,66893,0.332
대만,경기도,202011,61667,0.415
대만,경기도,202012,61056,0.352
대만,경기도,202101,94326,0.221
대만,경기도,202102,112019,0.317
대만,경기도,202103,151418,0.180
대만,경기도,202104,127645,0.162
대만,경기도,202105,129346,0.164
대만,경기도,202106,129278,0.152
대만,경기도,202107,144504,0.144
대만,경기도,202108,178298,0.219
대만,경기도,202109,166682,0.115
대만,경기도,202110,179131,0.155
대만,경기도,202111,151996,0.184
대만,경기도,202112,160126,0.151
대만,경기도,202201,154578,0.093
대만,경기도,202202,191294,0.210
대만,경기도,202203,179935,0.130
대만,경기도,202204,230009,0.102
대만,경기도,202205,281426,0.145
대만,경기도,202206,350319,0.181
대만,경기도,202207,442358,0.287
대만,경기도,202208,524231,0.608
대만,경기도,202209,519190,0.552
대만,경기도,202210,666851,1.036
대만,경기도,202211,608397,1.484
대만,경기도,202212,677237,2.529
대만,경기도,202301,769541,8.758
대만,경기도,202302,835648,6.609
대만,경기도,202303,756122,3.333
대만,경기도,202304,1651725,4.312
대만,경기도,202305,1735766,4.470
대만,경기도,202306,1703653,4.917
대만,경기도,202307,1942698,5.549
대만,경기도,202308,2079004,6.833
대만,경기도,202309,1870653,7.460
대만,경기도,202310,2056797,6.026
대만,경기도,202311,1793458,5.543
대만,경기도,202312,1831102,6.268
대만,경기도,202401,1656372,10.401
대만,경기도,202402,1756810,8.608
대만,경기도,202403,1961716,6.664
대만,경기도,202404,2001641,8.211
대만,경기도,202405,1795678,4.219
대만,경기도,202406,1754705,3.759
대만,경기도,202407,1965233,4.502
대만,경기도,202408,1919811,3.488
대만,경기도,202409,1772276,3.154
대만,경기도,202410,2124524,3.336
대만,경기도,202411,1788336,3.331
대만,경기도,202412,1733753,3.181
대만,경기도,202501,1586582,4.792
대만,경기도,202502,1421927,4.773
대만,경기도,202503,1821606,2.811
대만,경기도,202504,2143703,3.133
대만,경기도,202505,2138585,2.742
대만,경기도,202506,2170206,3.223
대만,경기도,202507,2650507,4.799
대만,경기도,202508,2195498,4.167
대만,경기도,202509,2009029,2.748
대만,경기도,202510,2218810,3.469
대만,경기도,202511,2042504,3.421
대만,경기도,202512,1981461,2.986
대만,경기도,202601,1735517,4.489
대만,경기도,202602,1636248,5.571
대만,경기도,202603,1871783,3.069
대만,경기도,202604,2575604,2.669
대만,경기도,202605,2673038,2.388
대만,경기도,202606,2470334,2.545
대만,경기도,202607,2660282,3.566
대만,경상남도,202001,229828,5.963
대만,경상남도,202002,160272,5.349
대만,경상남도,202003,10530,1.462
대만,경상남도,202004,14912,1.160
대만,경상남도,202005,15901,1.340
대만,경상남도,202006,20338,1.446
대만,경상남도,202007,8899,0.303
대만,경상남도,202008,11601,0.543
대만,경상남도,202009,9698,0.320
대만,경상남도,202010,9518,0.294
대만,경상남도,202011,9271,0.280
대만,경상남도,202012,9362,0.331
대만,경상남도,202101,31573,0.738
대만,경상남도,202102,31740,1.103
대만,경상남도,202103,41659,0.655
대만,경상남도,202104,37731,0.514
대만,경상남도,202105,38892,0.540
대만,경상남도,202106,39677,0.446
대만,경상남도,202107,42054,0.535
대만,경상남도,202108,50392,0.947
대만,경상남도,202109,44608,0.547
대만,경상남도,202110,50685,0.667
대만,경상남도,202111,49054,0.530
대만,경상남도,202112,50150,0.487
대만,경상남도,202201,47488,0.474
대만,경상남도,202202,54176,1.133
대만,경상남도,202203,52235,0.576
대만,경상남도,202204,60265,0.509
대만,경상남도,202205,76198,0.588
대만,경상남도,202206,93418,0.545
대만,경상남도,202207,112767,0.759
대만,경상남도,202208,132460,1.779
대만,경상남도,202209,133139,1.583
대만,경상남도,202210,180430,1.681
대만,경상남도,202211,165526,2.697
대만,경상남도,202212,177807,4.014
대만,경상남도,202301,266632,9.080
대만,경상남도,202302,299173,6.738
대만,경상남도,202303,258971,5.516
대만,경상남도,202304,499585,5.987
대만,경상남도,202305,479465,5.790
대만,경상남도,202306,480667,5.588
대만,경상남도,202307,568050,6.270
대만,경상남도,202308,598212,7.353
대만,경상남도,202309,568259,8.578
대만,경상남도,202310,627613,5.311
대만,경상남도,202311,576432,5.390
대만,경상남도,202312,527773,6.123
대만,경상남도,202401,534978,9.654
대만,경상남도,202402,531251,8.209
대만,경상남도,202403,657722,7.124
대만,경상남도,202404,707812,6.126
대만,경상남도,202405,680238,3.243
대만,경상남도,202406,647138,3.019
대만,경상남도,202407,617836,3.097
대만,경상남도,202408,604979,3.088
대만,경상남도,202409,622139,2.715
대만,경상남도,202410,719288,3.071
대만,경상남도,202411,678699,3.742
대만,경상남도,202412,698452,2.967
대만,경상남도,202501,591775,4.016
대만,경상남도,202502,517737,4.271
대만,경상남도,202503,663354,4.223
대만,경상남도,202504,713677,5.909
대만,경상남도,202505,740264,3.642
대만,경상남도,202506,696323,3.972
대만,경상남도,202507,852885,7.326
대만,경상남도,202508,742188,6.035
대만,경상남도,202509,717011,3.847
대만,경상남도,202510,879966,3.588
대만,경상남도,202511,831001,5.087
대만,경상남도,202512,863296,3.359
대만,경상남도,202601,759430,4.167
대만,경상남도,202602,642752,6.216
대만,경상남도,202603,727830,6.988
대만,경상남도,202604,870753,5.774
대만,경상남도,202605,1045152,4.336
대만,경상남도,202606,1006286,5.075
대만,경상남도,202607,969001,5.888
대만,경상북도,202001,153689,5.728
대만,경상북도,202002,100975,4.305
대만,경상북도,202003,6277,0.876
대만,경상북도,202004,11302,0.522
대만,경상북도,202005,14418,0.465
대만,경상북도,202006,19446,0.597
대만,경상북도,202007,6396,0.203
대만,경상북도,202008,7684,0.325
대만,경상북도,202009,6789,0.280
대만,경상북도,202010,6854,0.336
대만,경상북도,202011,6217,0.402
대만,경상북도,202012,6053,0.248
대만,경상북도,202101,23907,0.431
대만,경상북도,202102,20394,0.995
대만,경상북도,202103,25837,0.658
대만,경상북도,202104,28364,0.374
대만,경상북도,202105,32597,0.371
대만,경상북도,202106,34002,0.271
대만,경상북도,202107,34921,0.369
대만,경상북도,202108,35389,0.788
대만,경상북도,202109,28372,0.508
대만,경상북도,202110,31630,0.645
대만,경상북도,202111,35948,0.398
대만,경상북도,202112,29582,0.510
대만,경상북도,202201,26011,0.281
대만,경상북도,202202,32911,0.863
대만,경상북도,202203,37284,0.507
대만,경상북도,202204,41305,0.494
대만,경상북도,202205,62523,0.493
대만,경상북도,202206,68367,0.505
대만,경상북도,202207,80137,0.659
대만,경상북도,202208,97654,1.565
대만,경상북도,202209,101145,1.174
대만,경상북도,202210,135673,1.416
대만,경상북도,202211,116505,2.273
대만,경상북도,202212,120686,3.202
대만,경상북도,202301,145193,10.300
대만,경상북도,202302,181829,7.982
대만,경상북도,202303,176727,4.733
대만,경상북도,202304,361534,5.618
대만,경상북도,202305,365247,6.019
대만,경상북도,202306,336401,6.678
대만,경상북도,202307,343595,8.389
대만,경상북도,202308,383607,9.237
대만,경상북도,202309,374828,10.013
대만,경상북도,202310,402739,7.166
대만,경상북도,202311,310427,8.883
대만,경상북도,202312,268951,7.714
대만,경상북도,202401,253337,11.808
대만,경상북도,202402,271708,11.052
대만,경상북도,202403,353806,9.114
대만,경상북도,202404,406161,7.893
대만,경상북도,202405,419179,3.988
대만,경상북도,202406,385484,3.556
대만,경상북도,202407,380022,3.997
대만,경상북도,202408,422357,2.800
대만,경상북도,202409,438366,3.212
대만,경상북도,202410,497061,3.627
대만,경상북도,202411,404404,4.882
대만,경상북도,202412,312298,3.406
대만,경상북도,202501,258877,4.351
대만,경상북도,202502,252099,3.914
대만,경상북도,202503,438581,3.450
대만,경상북도,202504,547013,2.975
대만,경상북도,202505,576018,2.798
대만,경상북도,202506,498360,3.107
대만,경상북도,202507,531200,4.510
대만,경상북도,202508,454401,3.843
대만,경상북도,202509,493537,2.450
대만,경상북도,202510,587371,3.567
대만,경상북도,202511,501421,4.496
대만,경상북도,202512,367117,2.465
대만,경상북도,202601,287788,3.596
대만,경상북도,202602,285250,5.695
대만,경상북도,202603,438683,3.617
대만,경상북도,202604,642715,2.723
대만,경상북도,202605,771775,1.919
대만,경상북도,202606,634048,2.645
대만,경상북도,202607,579873,3.323
대만,광주광역시,202001,45864,2.039
대만,광주광역시,202002,30402,1.197
대만,광주광역시,202003,2054,0.146
대만,광주광역시,202004,3174,0.095
대만,광주광역시,202005,2923,0.103
대만,광주광역시,202006,3830,0.078
대만,광주광역시,202007,1940,0.103
대만,광주광역시,202008,2127,0.282
대만,광주광역시,202009,2253,0.000
대만,광주광역시,202010,2060,0.097
대만,광주광역시,202011,1900,0.105
대만,광주광역시,202012,2003,0.250
대만,광주광역시,202101,4534,0.066
대만,광주광역시,202102,5334,0.187
대만,광주광역시,202103,7164,0.377
대만,광주광역시,202104,6298,0.064
대만,광주광역시,202105,7691,0.065
대만,광주광역시,202106,8592,0.023
대만,광주광역시,202107,9151,0.055
대만,광주광역시,202108,11850,0.084
대만,광주광역시,202109,12836,0.086
대만,광주광역시,202110,13674,0.117
대만,광주광역시,202111,7103,0.070
대만,광주광역시,202112,7141,0.336
대만,광주광역시,202201,8080,0.062
대만,광주광역시,202202,10521,0.209
대만,광주광역시,202203,10334,0.097
대만,광주광역시,202204,11813,0.169
대만,광주광역시,202205,17515,0.103
대만,광주광역시,202206,20898,0.091
대만,광주광역시,202207,24034,0.141
대만,광주광역시,202208,27134,0.203
대만,광주광역시,202209,33371,0.240
대만,광주광역시,202210,43609,0.853
대만,광주광역시,202211,37846,0.502
대만,광주광역시,202212,40218,1.009
대만,광주광역시,202301,32188,3.430
대만,광주광역시,202302,34525,4.185
대만,광주광역시,202303,32521,1.144
대만,광주광역시,202304,92137,1.890
대만,광주광역시,202305,94713,1.826
대만,광주광역시,202306,63591,2.698
대만,광주광역시,202307,67064,2.845
대만,광주광역시,202308,68796,5.013
대만,광주광역시,202309,88903,3.354
대만,광주광역시,202310,95946,5.517
대만,광주광역시,202311,81172,3.780
대만,광주광역시,202312,64910,3.332
대만,광주광역시,202401,62043,5.830
대만,광주광역시,202402,61068,2.831
대만,광주광역시,202403,81981,2.253
대만,광주광역시,202404,84081,2.681
대만,광주광역시,202405,79208,0.958
대만,광주광역시,202406,71039,0.756
대만,광주광역시,202407,75009,0.489
대만,광주광역시,202408,77371,1.302
대만,광주광역시,202409,88588,2.304
대만,광주광역시,202410,96937,1.362
대만,광주광역시,202411,99602,1.705
대만,광주광역시,202412,72754,2.032
대만,광주광역시,202501,66077,1.312
대만,광주광역시,202502,58162,0.708
대만,광주광역시,202503,82516,0.219
대만,광주광역시,202504,94289,0.945
대만,광주광역시,202505,98363,0.917
대만,광주광역시,202506,91525,0.738
대만,광주광역시,202507,108483,1.384
대만,광주광역시,202508,97993,1.926
대만,광주광역시,202509,102792,1.210
대만,광주광역시,202510,102192,1.251
대만,광주광역시,202511,94820,1.426
대만,광주광역시,202512,82041,0.453
대만,광주광역시,202601,71412,0.654
대만,광주광역시,202602,59494,0.713
대만,광주광역시,202603,77628,1.037
대만,광주광역시,202604,95519,1.197
대만,광주광역시,202605,99479,0.600
대만,광주광역시,202606,87498,1.478
대만,대구광역시,202001,96875,15.732
대만,대구광역시,202002,58553,11.058
대만,대구광역시,202003,2473,0.243
대만,대구광역시,202004,4702,0.106
대만,대구광역시,202005,4515,0.155
대만,대구광역시,202006,5875,0.136
대만,대구광역시,202007,3446,0.261
대만,대구광역시,202008,4459,0.628
대만,대구광역시,202009,4022,0.348
대만,대구광역시,202010,3929,0.255
대만,대구광역시,202011,3916,0.306
대만,대구광역시,202012,3620,0.249
대만,대구광역시,202101,8032,0.100
대만,대구광역시,202102,10852,0.157
대만,대구광역시,202103,15706,0.115
대만,대구광역시,202104,13350,0.067
대만,대구광역시,202105,13579,0.044
대만,대구광역시,202106,13815,0.051
대만,대구광역시,202107,15819,0.057
대만,대구광역시,202108,20169,0.084
대만,대구광역시,202109,20633,0.053
대만,대구광역시,202110,23217,0.065
대만,대구광역시,202111,17181,0.076
대만,대구광역시,202112,18044,0.089
대만,대구광역시,202201,12465,0.040
대만,대구광역시,202202,15677,0.108
대만,대구광역시,202203,15486,0.097
대만,대구광역시,202204,19853,0.091
대만,대구광역시,202205,26000,0.135
대만,대구광역시,202206,28520,0.154
대만,대구광역시,202207,34814,0.287
대만,대구광역시,202208,41668,0.434
대만,대구광역시,202209,41654,0.348
대만,대구광역시,202210,56802,0.729
대만,대구광역시,202211,50074,1.250
대만,대구광역시,202212,54345,2.536
대만,대구광역시,202301,62959,23.485
대만,대구광역시,202302,62043,17.037
대만,대구광역시,202303,64119,11.020
대만,대구광역시,202304,158119,11.938
대만,대구광역시,202305,169586,13.719
대만,대구광역시,202306,132786,17.018
대만,대구광역시,202307,157629,16.850
대만,대구광역시,202308,161765,20.796
대만,대구광역시,202309,166561,23.697
대만,대구광역시,202310,165400,19.073
대만,대구광역시,202311,141208,21.027
대만,대구광역시,202312,128303,16.538
대만,대구광역시,202401,118060,24.420
대만,대구광역시,202402,124580,22.283
대만,대구광역시,202403,164731,21.802
대만,대구광역시,202404,166075,21.740
대만,대구광역시,202405,168834,15.775
대만,대구광역시,202406,150714,16.722
대만,대구광역시,202407,165796,16.819
대만,대구광역시,202408,175484,12.294
대만,대구광역시,202409,168701,11.676
대만,대구광역시,202410,188108,12.236
대만,대구광역시,202411,186804,11.963
대만,대구광역시,202412,138202,11.195
대만,대구광역시,202501,120952,11.137
대만,대구광역시,202502,111056,12.716
대만,대구광역시,202503,165480,12.174
대만,대구광역시,202504,190951,13.177
대만,대구광역시,202505,197946,11.371
대만,대구광역시,202506,179766,13.736
대만,대구광역시,202507,245848,19.387
대만,대구광역시,202508,216590,15.244
대만,대구광역시,202509,199376,7.777
대만,대구광역시,202510,221794,8.731
대만,대구광역시,202511,195336,9.594
대만,대구광역시,202512,156868,6.398
대만,대구광역시,202601,130944,8.094
대만,대구광역시,202602,128051,11.007
대만,대구광역시,202603,170979,9.409
대만,대구광역시,202604,207721,8.807
대만,대구광역시,202605,232199,6.388
대만,대구광역시,202606,213740,8.292
대만,대구광역시,202607,208150,8.160
대만,대전광역시,202001,55829,4.159
대만,대전광역시,202002,33322,2.731
대만,대전광역시,202003,2006,0.150
대만,대전광역시,202004,3472,0.115
대만,대전광역시,202005,3338,0.150
대만,대전광역시,202006,4264,0.117
대만,대전광역시,202007,2766,0.253
대만,대전광역시,202008,3767,0.372
대만,대전광역시,202009,3324,0.181
대만,대전광역시,202010,3093,0.194
대만,대전광역시,202011,3041,0.230
대만,대전광역시,202012,3234,0.124
대만,대전광역시,202101,5592,0.072
대만,대전광역시,202102,6981,0.143
대만,대전광역시,202103,9338,0.129
대만,대전광역시,202104,8824,0.068
대만,대전광역시,202105,9713,0.072
대만,대전광역시,202106,9517,0.063
대만,대전광역시,202107,10584,0.076
대만,대전광역시,202108,13853,0.173
대만,대전광역시,202109,13467,0.074
대만,대전광역시,202110,14958,0.094
대만,대전광역시,202111,11429,0.061
대만,대전광역시,202112,10639,0.103
대만,대전광역시,202201,9379,0.064
대만,대전광역시,202202,12673,0.158
대만,대전광역시,202203,12345,0.065
대만,대전광역시,202204,15328,0.078
대만,대전광역시,202205,19624,0.112
대만,대전광역시,202206,21468,0.168
대만,대전광역시,202207,27251,0.257
대만,대전광역시,202208,32616,0.371
대만,대전광역시,202209,34772,0.403
대만,대전광역시,202210,42951,0.508
대만,대전광역시,202211,36308,0.774
대만,대전광역시,202212,36559,1.857
대만,대전광역시,202301,37073,5.670
대만,대전광역시,202302,42482,2.945
대만,대전광역시,202303,42757,1.946
대만,대전광역시,202304,89222,2.489
대만,대전광역시,202305,87903,2.690
대만,대전광역시,202306,76238,2.793
대만,대전광역시,202307,85176,3.802
대만,대전광역시,202308,106395,5.309
대만,대전광역시,202309,100328,5.005
대만,대전광역시,202310,108179,4.363
대만,대전광역시,202311,84013,3.419
대만,대전광역시,202312,71494,4.817
대만,대전광역시,202401,63118,7.053
대만,대전광역시,202402,67771,4.500
대만,대전광역시,202403,85696,4.243
대만,대전광역시,202404,89221,5.004
대만,대전광역시,202405,82010,2.775
대만,대전광역시,202406,75133,2.269
대만,대전광역시,202407,82746,2.158
대만,대전광역시,202408,90416,2.146
대만,대전광역시,202409,105940,1.853
대만,대전광역시,202410,123485,2.460
대만,대전광역시,202411,96250,2.363
대만,대전광역시,202412,77758,1.990
대만,대전광역시,202501,71154,1.518
대만,대전광역시,202502,62757,1.133
대만,대전광역시,202503,89856,1.333
대만,대전광역시,202504,97016,1.384
대만,대전광역시,202505,98224,1.067
대만,대전광역시,202506,91412,1.319
대만,대전광역시,202507,117277,2.283
대만,대전광역시,202508,105273,2.007
대만,대전광역시,202509,128692,1.235
대만,대전광역시,202510,131806,1.906
대만,대전광역시,202511,112409,1.835
대만,대전광역시,202512,85503,1.067
대만,대전광역시,202601,75250,1.385
대만,대전광역시,202602,67056,1.857
대만,대전광역시,202603,102952,1.883
대만,대전광역시,202604,119105,1.507
대만,대전광역시,202605,127208,0.894
대만,대전광역시,202606,115627,1.684
대만,대전광역시,202607,132044,3.615
대만,부산광역시,202001,338825,19.016
대만,부산광역시,202002,214002,14.841
대만,부산광역시,202003,8842,2.352
대만,부산광역시,202004,13919,1.652
대만,부산광역시,202005,15653,1.936
대만,부산광역시,202006,20770,2.711
대만,부산광역시,202007,15848,0.700
대만,부산광역시,202008,18960,1.208
대만,부산광역시,202009,18082,0.492
대만,부산광역시,202010,19989,0.310
대만,부산광역시,202011,17508,0.377
대만,부산광역시,202012,19092,0.299
대만,부산광역시,202101,31615,0.857
대만,부산광역시,202102,34187,1.211
대만,부산광역시,202103,43554,0.762
대만,부산광역시,202104,39251,0.599
대만,부산광역시,202105,46111,0.601
대만,부산광역시,202106,45997,0.500
대만,부산광역시,202107,46616,0.633
대만,부산광역시,202108,54494,1.171
대만,부산광역시,202109,49393,0.624
대만,부산광역시,202110,56224,0.799
대만,부산광역시,202111,50862,0.625
대만,부산광역시,202112,51640,0.571
대만,부산광역시,202201,44567,0.487
대만,부산광역시,202202,50236,1.284
대만,부산광역시,202203,50024,0.804
대만,부산광역시,202204,60903,0.634
대만,부산광역시,202205,78390,0.722
대만,부산광역시,202206,88873,0.807
대만,부산광역시,202207,106815,0.953
대만,부산광역시,202208,130976,2.059
대만,부산광역시,202209,136337,1.661
대만,부산광역시,202210,217129,2.447
대만,부산광역시,202211,172245,4.818
대만,부산광역시,202212,203030,8.094
대만,부산광역시,202301,325980,22.640
대만,부산광역시,202302,345615,17.759
대만,부산광역시,202303,387482,10.849
대만,부산광역시,202304,806265,15.045
대만,부산광역시,202305,774836,15.184
대만,부산광역시,202306,725702,19.468
대만,부산광역시,202307,730656,21.099
대만,부산광역시,202308,804260,23.820
대만,부산광역시,202309,861009,25.437
대만,부산광역시,202310,1013180,16.410
대만,부산광역시,202311,826323,16.884
대만,부산광역시,202312,686731,18.082
대만,부산광역시,202401,610177,27.974
대만,부산광역시,202402,681974,27.125
대만,부산광역시,202403,945181,24.200
대만,부산광역시,202404,1063346,24.118
대만,부산광역시,202405,992272,18.989
대만,부산광역시,202406,944406,18.953
대만,부산광역시,202407,966378,21.269
대만,부산광역시,202408,1076835,17.186
대만,부산광역시,202409,996871,17.039
대만,부산광역시,202410,1207511,15.657
대만,부산광역시,202411,983932,19.497
대만,부산광역시,202412,913349,17.358
대만,부산광역시,202501,752878,20.348
대만,부산광역시,202502,656780,22.342
대만,부산광역시,202503,1034150,19.001
대만,부산광역시,202504,1282258,20.735
대만,부산광역시,202505,1279653,20.745
대만,부산광역시,202506,1205348,22.236
대만,부산광역시,202507,1653914,28.021
대만,부산광역시,202508,1364638,23.920
대만,부산광역시,202509,1285642,18.956
대만,부산광역시,202510,1524020,17.017
대만,부산광역시,202511,1418695,20.306
대만,부산광역시,202512,1146324,19.374
대만,부산광역시,202601,1013260,22.425
대만,부산광역시,202602,1133814,27.333
대만,부산광역시,202603,1484014,23.526
대만,부산광역시,202604,1710921,20.431
대만,부산광역시,202605,1910947,18.925
대만,부산광역시,202606,2058919,21.734
대만,부산광역시,202607,2020622,26.224
대만,서울특별시,202001,2029695,14.072
대만,서울특별시,202002,1087730,9.039
대만,서울특별시,202003,34160,0.419
대만,서울특별시,202004,47062,0.223
대만,서울특별시,202005,53983,0.233
대만,서울특별시,202006,69499,0.360
대만,서울특별시,202007,63401,0.431
대만,서울특별시,202008,80364,0.758
대만,서울특별시,202009,78187,0.480
대만,서울특별시,202010,75875,0.463
대만,서울특별시,202011,73468,0.491
대만,서울특별시,202012,72805,0.490
대만,서울특별시,202101,86978,0.210
대만,서울특별시,202102,106108,0.244
대만,서울특별시,202103,138717,0.164
대만,서울특별시,202104,119328,0.116
대만,서울특별시,202105,123672,0.124
대만,서울특별시,202106,124195,0.109
대만,서울특별시,202107,139743,0.107
대만,서울특별시,202108,174626,0.212
대만,서울특별시,202109,164899,0.112
대만,서울특별시,202110,180555,0.148
대만,서울특별시,202111,155590,0.120
대만,서울특별시,202112,155897,0.129
대만,서울특별시,202201,128741,0.085
대만,서울특별시,202202,170375,0.166
대만,서울특별시,202203,162059,0.118
대만,서울특별시,202204,217226,0.117
대만,서울특별시,202205,285796,0.190
대만,서울특별시,202206,356390,0.291
대만,서울특별시,202207,451111,0.519
대만,서울특별시,202208,549393,1.182
대만,서울특별시,202209,594527,1.181
대만,서울특별시,202210,873808,2.634
대만,서울특별시,202211,791751,4.802
대만,서울특별시,202212,1007726,7.909
대만,서울특별시,202301,1181600,18.807
대만,서울특별시,202302,1296856,15.684
대만,서울특별시,202303,1434333,7.273
대만,서울특별시,202304,3136446,11.028
대만,서울특별시,202305,3135586,10.467
대만,서울특별시,202306,3092666,11.766
대만,서울특별시,202307,3208067,11.854
대만,서울특별시,202308,3414283,14.445
대만,서울특별시,202309,3398620,15.473
대만,서울특별시,202310,3779528,11.720
대만,서울특별시,202311,3427845,10.521
대만,서울특별시,202312,3294170,13.292
대만,서울특별시,202401,2698724,21.468
대만,서울특별시,202402,2842766,18.382
대만,서울특별시,202403,3668370,15.011
대만,서울특별시,202404,3887721,17.708
대만,서울특별시,202405,3444704,11.506
대만,서울특별시,202406,3337312,10.358
대만,서울특별시,202407,3392463,10.441
대만,서울특별시,202408,3579293,8.656
대만,서울특별시,202409,3505875,8.480
대만,서울특별시,202410,4412558,6.947
대만,서울특별시,202411,3477376,8.156
대만,서울특별시,202412,3294533,8.883
대만,서울특별시,202501,2665409,12.756
대만,서울특별시,202502,2386482,12.881
대만,서울특별시,202503,3570478,8.220
대만,서울특별시,202504,4190106,8.373
대만,서울특별시,202505,4175491,7.807
대만,서울특별시,202506,4170480,8.104
대만,서울특별시,202507,4781449,11.572
대만,서울특별시,202508,3997109,10.696
대만,서울특별시,202509,4080530,7.353
대만,서울특별시,202510,4724138,6.766
대만,서울특별시,202511,4499486,7.347
대만,서울특별시,202512,4168698,7.994
대만,서울특별시,202601,3363997,9.711
대만,서울특별시,202602,3371051,12.059
대만,서울특별시,202603,4268420,7.423
대만,서울특별시,202604,5157532,6.084
대만,서울특별시,202605,5472909,6.228
대만,서울특별시,202606,5329857,7.055
대만,서울특별시,202607,5708648,8.950
대만,세종특별자치시,202001,19308,1.139
대만,세종특별자치시,202002,11415,0.517
대만,세종특별자치시,202003,624,0.160
대만,세종특별자치시,202004,1009,0.099
대만,세종특별자치시,202005,975,0.103
대만,세종특별자치시,202006,1320,0.076
대만,세종특별자치시,202007,767,0.261
대만,세종특별자치시,202008,967,0.620
대만,세종특별자치시,202009,920,0.217
대만,세종특별자치시,202010,829,0.483
대만,세종특별자치시,202011,641,0.156
대만,세종특별자치시,202012,738,
대만,세종특별자치시,202101,1677,0.060
대만,세종특별자치시,202102,1976,0.152
대만,세종특별자치시,202103,2602,0.115
대만,세종특별자치시,202104,2146,0.093
대만,세종특별자치시,202105,2222,0.135
대만,세종특별자치시,202106,2242,0.045
대만,세종특별자치시,202107,2445,0.082
대만,세종특별자치시,202108,3176,0.126
대만,세종특별자치시,202109,2794,0.107
대만,세종특별자치시,202110,2881,0.139
대만,세종특별자치시,202111,2428,0.124
대만,세종특별자치시,202112,2610,0.115
