방문자 거주지,방문지,기준년월,전체 외국인 방문자 수,거주지 방문자 수 비율(%)
중국,대전광역시,202212,36559,14.587
중국,대전광역시,202301,37073,15.588
중국,대전광역시,202302,42482,20.411
중국,대전광역시,202303,42757,13.949
중국,대전광역시,202304,89222,22.062
중국,대전광역시,202305,87903,27.550
중국,대전광역시,202306,76238,28.227
중국,대전광역시,202307,85176,29.659
중국,대전광역시,202308,106395,28.525
중국,대전광역시,202309,100328,30.207
중국,대전광역시,202310,108179,28.703
중국,대전광역시,202311,84013,34.470
중국,대전광역시,202312,71494,38.693
중국,대전광역시,202401,63118,36.059
중국,대전광역시,202402,67771,30.453
중국,대전광역시,202403,85696,21.756
중국,대전광역시,202404,89221,19.101
중국,대전광역시,202405,82010,21.175
중국,대전광역시,202406,75133,19.175
중국,대전광역시,202407,82746,23.427
중국,대전광역시,202408,90416,20.129
중국,대전광역시,202409,105940,20.863
중국,대전광역시,202410,123485,24.570
중국,대전광역시,202411,96250,24.049
중국,대전광역시,202412,77758,20.505
중국,대전광역시,202501,71154,25.403
중국,대전광역시,202502,62757,25.756
중국,대전광역시,202503,89856,23.691
중국,대전광역시,202504,97016,20.644
중국,대전광역시,202505,98224,20.145
중국,대전광역시,202506,91412,16.898
중국,대전광역시,202507,117277,15.352
중국,대전광역시,202508,105273,17.079
중국,대전광역시,202509,128692,19.964
중국,대전광역시,202510,131806,17.916
중국,대전광역시,202511,112409,21.260
중국,대전광역시,202512,85503,18.592
중국,대전광역시,202601,75250,22.392
중국,대전광역시,202602,67056,23.215
중국,대전광역시,202603,102952,18.352
중국,대전광역시,202604,119105,18.303
중국,대전광역시,202605,127208,19.767
중국,대전광역시,202606,115627,16.469
중국,대전광역시,202607,132044,19.536
중국,부산광역시,202001,338825,24.267
중국,부산광역시,202002,214002,15.068
중국,부산광역시,202003,8842,17.609
중국,부산광역시,202004,13919,11.531
중국,부산광역시,202005,15653,14.163
중국,부산광역시,202006,20770,12.195
중국,부산광역시,202007,15848,11.522
중국,부산광역시,202008,18960,17.220
중국,부산광역시,202009,18082,16.259
중국,부산광역시,202010,19989,10.916
중국,부산광역시,202011,17508,10.527
중국,부산광역시,202012,19092,8.690
중국,부산광역시,202101,31615,9.717
중국,부산광역시,202102,34187,13.698
중국,부산광역시,202103,43554,19.557
중국,부산광역시,202104,39251,18.450
중국,부산광역시,202105,46111,16.115
중국,부산광역시,202106,45997,14.453
중국,부산광역시,202107,46616,13.813
중국,부산광역시,202108,54494,15.409
중국,부산광역시,202109,49393,19.130
중국,부산광역시,202110,56224,13.034
중국,부산광역시,202111,50862,10.568
중국,부산광역시,202112,51640,10.232
중국,부산광역시,202201,44567,12.357
중국,부산광역시,202202,50236,19.122
중국,부산광역시,202203,50024,19.079
중국,부산광역시,202204,60903,10.862
중국,부산광역시,202205,78390,9.329
중국,부산광역시,202206,88873,7.306
중국,부산광역시,202207,106815,8.478
중국,부산광역시,202208,130976,11.733
중국,부산광역시,202209,136337,10.407
중국,부산광역시,202210,217129,5.622
중국,부산광역시,202211,172245,7.066
중국,부산광역시,202212,203030,6.516
중국,부산광역시,202301,325980,8.523
중국,부산광역시,202302,345615,14.327
중국,부산광역시,202303,387482,9.358
중국,부산광역시,202304,806265,8.842
중국,부산광역시,202305,774836,12.170
중국,부산광역시,202306,725702,11.775
중국,부산광역시,202307,730656,13.118
중국,부산광역시,202308,804260,13.819
중국,부산광역시,202309,861009,12.375
중국,부산광역시,202310,1013180,12.104
중국,부산광역시,202311,826323,10.990
중국,부산광역시,202312,686731,13.679
중국,부산광역시,202401,610177,13.561
중국,부산광역시,202402,681974,16.409
중국,부산광역시,202403,945181,10.089
중국,부산광역시,202404,1063346,9.550
중국,부산광역시,202405,992272,12.080
중국,부산광역시,202406,944406,10.694
중국,부산광역시,202407,966378,14.574
중국,부산광역시,202408,1076835,15.663
중국,부산광역시,202409,996871,12.983
중국,부산광역시,202410,1207511,15.186
중국,부산광역시,202411,983932,10.248
중국,부산광역시,202412,913349,10.320
중국,부산광역시,202501,752878,15.298
중국,부산광역시,202502,656780,14.828
중국,부산광역시,202503,1034150,14.492
중국,부산광역시,202504,1282258,11.250
중국,부산광역시,202505,1279653,13.193
중국,부산광역시,202506,1205348,11.027
중국,부산광역시,202507,1653914,14.416
중국,부산광역시,202508,1364638,16.223
중국,부산광역시,202509,1285642,13.161
중국,부산광역시,202510,1524020,12.188
중국,부산광역시,202511,1418695,9.690
중국,부산광역시,202512,1146324,9.738
중국,부산광역시,202601,1013260,16.028
중국,부산광역시,202602,1133814,24.143
중국,부산광역시,202603,1484014,16.856
중국,부산광역시,202604,1710921,16.591
중국,부산광역시,202605,1910947,18.833
중국,부산광역시,202606,2058919,16.717
중국,부산광역시,202607,2020622,21.466
중국,서울특별시,202001,2029695,45.323
중국,서울특별시,202002,1087730,28.731
중국,서울특별시,202003,34160,42.134
중국,서울특별시,202004,47062,28.985
중국,서울특별시,202005,53983,32.708
중국,서울특별시,202006,69499,28.556
중국,서울특별시,202007,63401,26.071
중국,서울특별시,202008,80364,31.184
중국,서울특별시,202009,78187,30.101
중국,서울특별시,202010,75875,22.309
중국,서울특별시,202011,73468,19.317
중국,서울특별시,202012,72805,16.452
중국,서울특별시,202101,86978,24.635
중국,서울특별시,202102,106108,29.798
중국,서울특별시,202103,138717,40.446
중국,서울특별시,202104,119328,37.321
중국,서울특별시,202105,123672,33.279
중국,서울특별시,202106,124195,29.635
중국,서울특별시,202107,139743,26.430
중국,서울특별시,202108,174626,26.552
중국,서울특별시,202109,164899,29.798
중국,서울특별시,202110,180555,21.222
중국,서울특별시,202111,155590,21.217
중국,서울특별시,202112,155897,22.278
중국,서울특별시,202201,128741,25.078
중국,서울특별시,202202,170375,32.612
중국,서울특별시,202203,162059,33.540
중국,서울특별시,202204,217226,16.748
중국,서울특별시,202205,285796,14.205
중국,서울특별시,202206,356390,14.015
중국,서울특별시,202207,451111,16.125
중국,서울특별시,202208,549393,20.245
중국,서울특별시,202209,594527,17.705
중국,서울특별시,202210,873808,9.817
중국,서울특별시,202211,791751,11.034
중국,서울특별시,202212,1007726,9.894
중국,서울특별시,202301,1181600,8.105
중국,서울특별시,202302,1296856,11.768
중국,서울특별시,202303,1434333,8.864
중국,서울특별시,202304,3136446,14.575
중국,서울특별시,202305,3135586,20.145
중국,서울특별시,202306,3092666,21.912
중국,서울특별시,202307,3208067,24.379
중국,서울특별시,202308,3414283,25.986
중국,서울특별시,202309,3398620,23.716
중국,서울특별시,202310,3779528,21.267
중국,서울특별시,202311,3427845,22.808
중국,서울특별시,202312,3294170,26.061
중국,서울특별시,202401,2698724,28.000
중국,서울특별시,202402,2842766,30.716
중국,서울특별시,202403,3668370,19.393
중국,서울특별시,202404,3887721,17.068
중국,서울특별시,202405,3444704,19.583
중국,서울특별시,202406,3337312,17.489
중국,서울특별시,202407,3392463,22.676
중국,서울특별시,202408,3579293,23.163
중국,서울특별시,202409,3505875,18.286
중국,서울특별시,202410,4412558,20.895
중국,서울특별시,202411,3477376,14.960
중국,서울특별시,202412,3294533,14.967
중국,서울특별시,202501,2665409,20.524
중국,서울특별시,202502,2386482,21.340
중국,서울특별시,202503,3570478,19.041
중국,서울특별시,202504,4190106,19.092
중국,서울특별시,202505,4175491,21.344
중국,서울특별시,202506,4170480,19.832
중국,서울특별시,202507,4781449,24.718
중국,서울특별시,202508,3997109,27.767
중국,서울특별시,202509,4080530,22.075
중국,서울특별시,202510,4724138,19.196
중국,서울특별시,202511,4499486,17.763
중국,서울특별시,202512,4168698,20.068
중국,서울특별시,202601,3363997,25.114
중국,서울특별시,202602,3371051,34.076
중국,서울특별시,202603,4268420,22.026
중국,서울특별시,202604,5157532,25.760
중국,서울특별시,202605,5472909,26.108
중국,서울특별시,202606,5329857,23.612
중국,서울특별시,202607,5708648,31.023
중국,세종특별자치시,202001,19308,63.450
중국,세종특별자치시,202002,11415,45.738
중국,세종특별자치시,202003,624,40.865
중국,세종특별자치시,202004,1009,24.182
중국,세종특별자치시,202005,975,30.872
중국,세종특별자치시,202006,1320,25.682
중국,세종특별자치시,202007,767,32.595
중국,세종특별자치시,202008,967,43.640
중국,세종특별자치시,202009,920,45.217
중국,세종특별자치시,202010,829,34.620
중국,세종특별자치시,202011,641,33.853
중국,세종특별자치시,202012,738,30.759
중국,세종특별자치시,202101,1677,23.733
중국,세종특별자치시,202102,1976,29.352
중국,세종특별자치시,202103,2602,42.583
중국,세종특별자치시,202104,2146,42.171
중국,세종특별자치시,202105,2222,37.489
중국,세종특별자치시,202106,2242,32.159
중국,세종특별자치시,202107,2445,28.630
중국,세종특별자치시,202108,3176,31.581
중국,세종특별자치시,202109,2794,38.261
중국,세종특별자치시,202110,2881,28.948
중국,세종특별자치시,202111,2428,27.924
중국,세종특별자치시,202112,2610,26.092
중국,세종특별자치시,202201,2864,24.441
중국,세종특별자치시,202202,4160,29.303
중국,세종특별자치시,202203,3785,30.092
중국,세종특별자치시,202204,4527,16.435
중국,세종특별자치시,202205,5973,13.963
중국,세종특별자치시,202206,7268,13.043
중국,세종특별자치시,202207,9074,14.834
중국,세종특별자치시,202208,10993,19.385
중국,세종특별자치시,202209,10643,20.041
중국,세종특별자치시,202210,12250,14.057
중국,세종특별자치시,202211,11515,14.407
중국,세종특별자치시,202212,12143,16.017
중국,세종특별자치시,202301,9903,16.429
중국,세종특별자치시,202302,12422,23.257
중국,세종특별자치시,202303,12821,17.386
중국,세종특별자치시,202304,27566,21.646
중국,세종특별자치시,202305,26522,26.733
중국,세종특별자치시,202306,26520,29.480
중국,세종특별자치시,202307,36393,24.906
중국,세종특별자치시,202308,31613,35.701
중국,세종특별자치시,202309,33792,34.126
중국,세종특별자치시,202310,32137,33.401
중국,세종특별자치시,202311,29358,38.599
중국,세종특별자치시,202312,26691,46.637
중국,세종특별자치시,202401,23421,33.479
중국,세종특별자치시,202402,23304,30.501
중국,세종특별자치시,202403,26860,23.462
중국,세종특별자치시,202404,28467,23.982
중국,세종특별자치시,202405,28534,28.569
중국,세종특별자치시,202406,24801,19.761
중국,세종특별자치시,202407,29800,19.255
중국,세종특별자치시,202408,33632,20.439
중국,세종특별자치시,202409,34377,27.108
중국,세종특별자치시,202410,41594,28.624
중국,세종특별자치시,202411,33073,25.692
중국,세종특별자치시,202412,26223,19.864
중국,세종특별자치시,202501,28392,17.378
중국,세종특별자치시,202502,27480,20.710
중국,세종특별자치시,202503,32330,34.955
중국,세종특별자치시,202504,31973,26.135
중국,세종특별자치시,202505,33037,24.890
중국,세종특별자치시,202506,35605,21.988
중국,세종특별자치시,202507,87784,10.588
중국,세종특별자치시,202508,42764,17.276
중국,세종특별자치시,202509,41375,26.460
중국,세종특별자치시,202510,44669,25.342
중국,세종특별자치시,202511,38725,28.454
중국,세종특별자치시,202512,31492,24.238
중국,세종특별자치시,202601,27592,20.252
중국,세종특별자치시,202602,27309,23.143
중국,세종특별자치시,202603,37936,31.970
중국,세종특별자치시,202604,46559,30.037
중국,세종특별자치시,202605,48815,30.620
중국,세종특별자치시,202606,43219,20.935
중국,세종특별자치시,202607,45126,18.566
중국,울산광역시,202001,78403,33.855
중국,울산광역시,202002,55180,22.892
중국,울산광역시,202003,4308,15.344
중국,울산광역시,202004,5812,11.734
중국,울산광역시,202005,6459,13.268
중국,울산광역시,202006,9052,10.915
중국,울산광역시,202007,5141,10.523
중국,울산광역시,202008,4828,20.920
중국,울산광역시,202009,4799,17.129
중국,울산광역시,202010,4645,14.489
중국,울산광역시,202011,4422,12.347
중국,울산광역시,202012,4711,9.446
중국,울산광역시,202101,16461,7.375
중국,울산광역시,202102,18129,10.381
중국,울산광역시,202103,23556,13.279
중국,울산광역시,202104,20434,11.603
중국,울산광역시,202105,19858,10.721
중국,울산광역시,202106,19936,10.268
중국,울산광역시,202107,20110,10.363
중국,울산광역시,202108,22189,11.672
중국,울산광역시,202109,20316,12.921
중국,울산광역시,202110,24301,8.613
중국,울산광역시,202111,29522,5.979
중국,울산광역시,202112,31707,6.103
중국,울산광역시,202201,23351,7.139
중국,울산광역시,202202,25888,11.391
중국,울산광역시,202203,24554,11.522
중국,울산광역시,202204,31724,6.109
중국,울산광역시,202205,37602,5.244
중국,울산광역시,202206,47013,4.273
중국,울산광역시,202207,51986,5.342
중국,울산광역시,202208,54820,8.982
중국,울산광역시,202209,58293,7.469
중국,울산광역시,202210,75441,4.757
중국,울산광역시,202211,68434,5.819
중국,울산광역시,202212,74438,6.362
중국,울산광역시,202301,117333,7.988
중국,울산광역시,202302,137938,13.480
중국,울산광역시,202303,120261,10.190
중국,울산광역시,202304,178569,11.849
중국,울산광역시,202305,194076,14.304
중국,울산광역시,202306,201549,14.655
중국,울산광역시,202307,220249,15.273
중국,울산광역시,202308,228914,17.704
중국,울산광역시,202309,242125,14.732
중국,울산광역시,202310,262102,14.142
중국,울산광역시,202311,225627,12.662
중국,울산광역시,202312,241807,15.113
중국,울산광역시,202401,217760,14.530
중국,울산광역시,202402,232107,15.483
중국,울산광역시,202403,294022,10.725
중국,울산광역시,202404,301463,10.165
중국,울산광역시,202405,283145,12.161
중국,울산광역시,202406,277446,12.529
중국,울산광역시,202407,294370,16.473
중국,울산광역시,202408,281348,17.135
중국,울산광역시,202409,298876,12.272
중국,울산광역시,202410,290605,15.805
중국,울산광역시,202411,235508,14.467
중국,울산광역시,202412,260779,15.046
중국,울산광역시,202501,224064,19.258
중국,울산광역시,202502,215576,18.839
중국,울산광역시,202503,270310,18.809
중국,울산광역시,202504,274057,18.247
중국,울산광역시,202505,269160,17.240
중국,울산광역시,202506,298481,13.462
중국,울산광역시,202507,386997,10.111
중국,울산광역시,202508,321701,12.403
중국,울산광역시,202509,290923,12.478
중국,울산광역시,202510,309567,11.766
중국,울산광역시,202511,293819,10.516
중국,울산광역시,202512,288304,11.210
중국,울산광역시,202601,253417,11.867
중국,울산광역시,202602,227757,16.478
중국,울산광역시,202603,256259,13.955
중국,울산광역시,202604,279626,11.847
중국,울산광역시,202605,318676,12.747
중국,울산광역시,202606,352613,9.780
중국,울산광역시,202607,319295,10.985
중국,인천광역시,202001,1104957,42.530
중국,인천광역시,202002,504420,20.296
중국,인천광역시,202003,13738,29.226
중국,인천광역시,202004,19210,21.723
중국,인천광역시,202005,21719,32.064
중국,인천광역시,202006,23079,22.878
중국,인천광역시,202007,21199,21.463
중국,인천광역시,202008,24421,29.675
중국,인천광역시,202009,23900,30.268
중국,인천광역시,202010,25120,24.773
중국,인천광역시,202011,24959,19.404
중국,인천광역시,202012,25664,13.981
중국,인천광역시,202101,37926,17.133
중국,인천광역시,202102,40885,23.759
중국,인천광역시,202103,54782,36.094
중국,인천광역시,202104,51740,36.875
중국,인천광역시,202105,50501,28.831
중국,인천광역시,202106,51735,24.057
중국,인천광역시,202107,53717,22.959
중국,인천광역시,202108,71190,23.013
중국,인천광역시,202109,68911,29.059
중국,인천광역시,202110,74203,21.137
중국,인천광역시,202111,62481,22.636
중국,인천광역시,202112,60462,20.112
중국,인천광역시,202201,54901,18.402
중국,인천광역시,202202,66338,25.555
중국,인천광역시,202203,65677,24.024
중국,인천광역시,202204,82113,14.207
중국,인천광역시,202205,109639,11.209
중국,인천광역시,202206,136670,9.656
중국,인천광역시,202207,168803,11.579
중국,인천광역시,202208,205777,14.704
중국,인천광역시,202209,227248,13.223
중국,인천광역시,202210,330994,7.380
중국,인천광역시,202211,318809,7.650
중국,인천광역시,202212,381041,7.092
중국,인천광역시,202301,607696,7.670
중국,인천광역시,202302,623221,12.780
중국,인천광역시,202303,643395,10.633
중국,인천광역시,202304,1413132,14.113
중국,인천광역시,202305,1443371,17.032
중국,인천광역시,202306,1479448,18.666
중국,인천광역시,202307,1548546,21.284
중국,인천광역시,202308,1724891,23.369
중국,인천광역시,202309,1730353,24.337
중국,인천광역시,202310,1941428,24.353
중국,인천광역시,202311,1725543,22.264
중국,인천광역시,202312,1622928,25.199
중국,인천광역시,202401,1471401,25.048
중국,인천광역시,202402,1486281,28.811
중국,인천광역시,202403,2061225,26.290
중국,인천광역시,202404,2067985,22.193
중국,인천광역시,202405,1803020,23.408
중국,인천광역시,202406,1771322,19.612
중국,인천광역시,202407,1807796,25.603
중국,인천광역시,202408,1876672,27.057
중국,인천광역시,202409,1837555,21.269
중국,인천광역시,202410,2194857,24.958
중국,인천광역시,202411,1775065,17.287
중국,인천광역시,202412,1655611,17.464
중국,인천광역시,202501,1402159,20.990
중국,인천광역시,202502,1334863,23.142
중국,인천광역시,202503,1933621,24.446
중국,인천광역시,202504,2217972,27.148
중국,인천광역시,202505,2133133,26.390
중국,인천광역시,202506,2147523,25.210
중국,인천광역시,202507,2807118,28.433
중국,인천광역시,202508,2169473,30.494
중국,인천광역시,202509,2083656,27.810
중국,인천광역시,202510,2319960,23.719
중국,인천광역시,202511,2275186,21.723
중국,인천광역시,202512,2012194,23.287
중국,인천광역시,202601,1766196,26.674
중국,인천광역시,202602,1793377,35.323
중국,인천광역시,202603,2126711,27.363
중국,인천광역시,202604,2743493,32.070
중국,인천광역시,202605,2795101,30.928
중국,인천광역시,202606,2748819,27.526
중국,인천광역시,202607,3681039,32.118
중국,전라남도,202001,206533,46.863
중국,전라남도,202002,118387,22.200
중국,전라남도,202003,9478,22.336
중국,전라남도,202004,13164,14.524
중국,전라남도,202005,13668,18.898
중국,전라남도,202006,15414,12.605
중국,전라남도,202007,7407,18.077
중국,전라남도,202008,8253,27.493
중국,전라남도,202009,7502,27.499
중국,전라남도,202010,7050,25.489
중국,전라남도,202011,7220,22.022
중국,전라남도,202012,7472,20.771
중국,전라남도,202101,29810,16.974
중국,전라남도,202102,29728,18.996
중국,전라남도,202103,38926,22.432
중국,전라남도,202104,34586,20.847
중국,전라남도,202105,35106,18.088
중국,전라남도,202106,35767,16.191
중국,전라남도,202107,38061,16.989
중국,전라남도,202108,39082,17.788
중국,전라남도,202109,35865,20.976
중국,전라남도,202110,40792,14.427
중국,전라남도,202111,43425,12.265
중국,전라남도,202112,46058,11.648
중국,전라남도,202201,37636,12.857
중국,전라남도,202202,39888,18.697
중국,전라남도,202203,40524,16.955
중국,전라남도,202204,45239,10.487
중국,전라남도,202205,59157,9.023
중국,전라남도,202206,70438,6.823
중국,전라남도,202207,87552,8.004
중국,전라남도,202208,97152,12.221
중국,전라남도,202209,100954,11.168
중국,전라남도,202210,136102,6.582
중국,전라남도,202211,126290,8.333
중국,전라남도,202212,145464,8.878
중국,전라남도,202301,225096,15.226
중국,전라남도,202302,242351,24.371
중국,전라남도,202303,196691,18.693
중국,전라남도,202304,354446,14.616
중국,전라남도,202305,345558,18.661
중국,전라남도,202306,349573,19.398
중국,전라남도,202307,432784,17.127
중국,전라남도,202308,440342,22.299
중국,전라남도,202309,408295,23.256
중국,전라남도,202310,537949,30.877
중국,전라남도,202311,505700,28.664
중국,전라남도,202312,646436,39.853
중국,전라남도,202401,570830,28.155
중국,전라남도,202402,489895,27.364
중국,전라남도,202403,565116,24.086
중국,전라남도,202404,581211,30.282
중국,전라남도,202405,617892,31.954
중국,전라남도,202406,659947,33.666
중국,전라남도,202407,706549,32.597
중국,전라남도,202408,589488,39.409
중국,전라남도,202409,566355,37.570
중국,전라남도,202410,620151,40.939
중국,전라남도,202411,541757,33.586
중국,전라남도,202412,580886,31.999
중국,전라남도,202501,520831,31.217
중국,전라남도,202502,423828,36.115
중국,전라남도,202503,557197,35.319
중국,전라남도,202504,656172,34.716
중국,전라남도,202505,722592,37.269
중국,전라남도,202506,715249,30.672
중국,전라남도,202507,833703,32.117
중국,전라남도,202508,698671,37.530
중국,전라남도,202509,645535,35.959
중국,전라남도,202510,596081,28.079
중국,전라남도,202511,617900,21.872
중국,전라남도,202512,649214,22.661
중국,전라남도,202601,569429,23.798
중국,전라남도,202602,510940,35.534
중국,전라남도,202603,522430,31.190
중국,전라남도,202604,652673,25.298
중국,전라남도,202605,902969,36.334
중국,전라남도,202606,787154,24.493
중국,전북특별자치도,202001,98766,46.100
중국,전북특별자치도,202002,58273,28.154
중국,전북특별자치도,202003,3887,27.193
중국,전북특별자치도,202004,6842,17.334
중국,전북특별자치도,202005,6286,25.422
중국,전북특별자치도,202006,7793,21.340
중국,전북특별자치도,202007,4795,30.115
중국,전북특별자치도,202008,5801,40.045
중국,전북특별자치도,202009,5825,42.472
중국,전북특별자치도,202010,4915,34.466
중국,전북특별자치도,202011,4935,31.915
중국,전북특별자치도,202012,4498,27.412
중국,전북특별자치도,202101,10922,18.010
중국,전북특별자치도,202102,11941,24.521
중국,전북특별자치도,202103,16275,36.258
중국,전북특별자치도,202104,14022,35.116
중국,전북특별자치도,202105,14047,33.003
중국,전북특별자치도,202106,13424,29.425
중국,전북특별자치도,202107,13868,25.584
중국,전북특별자치도,202108,17069,26.668
중국,전북특별자치도,202109,16832,30.911
중국,전북특별자치도,202110,18219,22.262
중국,전북특별자치도,202111,16553,22.062
중국,전북특별자치도,202112,17771,20.438
중국,전북특별자치도,202201,16648,18.026
중국,전북특별자치도,202202,20767,25.439
중국,전북특별자치도,202203,21502,24.956
중국,전북특별자치도,202204,25815,14.666
중국,전북특별자치도,202205,33315,12.736
중국,전북특별자치도,202206,42168,9.564
중국,전북특별자치도,202207,51233,11.091
중국,전북특별자치도,202208,55416,16.744
중국,전북특별자치도,202209,59710,15.180
중국,전북특별자치도,202210,79297,9.475
중국,전북특별자치도,202211,70737,11.129
중국,전북특별자치도,202212,75806,10.961
중국,전북특별자치도,202301,84867,13.905
중국,전북특별자치도,202302,106214,23.433
중국,전북특별자치도,202303,93633,14.029
중국,전북특별자치도,202304,191901,14.603
중국,전북특별자치도,202305,191751,18.166
중국,전북특별자치도,202306,166688,18.569
중국,전북특별자치도,202307,212839,16.148
중국,전북특별자치도,202308,408861,10.947
중국,전북특별자치도,202309,208191,23.802
중국,전북특별자치도,202310,237946,22.689
중국,전북특별자치도,202311,205121,24.781
중국,전북특별자치도,202312,179196,26.022
중국,전북특별자치도,202401,156615,23.546
중국,전북특별자치도,202402,147933,23.866
중국,전북특별자치도,202403,195923,28.939
중국,전북특별자치도,202404,221306,20.675
중국,전북특별자치도,202405,224342,21.129
중국,전북특별자치도,202406,188612,17.187
중국,전북특별자치도,202407,215712,16.766
중국,전북특별자치도,202408,187996,20.536
중국,전북특별자치도,202409,195250,22.557
중국,전북특별자치도,202410,232580,23.720
중국,전북특별자치도,202411,205404,23.313
중국,전북특별자치도,202412,174337,21.691
중국,전북특별자치도,202501,147432,21.859
중국,전북특별자치도,202502,133767,23.995
중국,전북특별자치도,202503,209875,21.111
중국,전북특별자치도,202504,276612,16.684
중국,전북특별자치도,202505,292129,16.400
중국,전북특별자치도,202506,267107,14.612
중국,전북특별자치도,202507,272860,14.797
중국,전북특별자치도,202508,220621,17.550
중국,전북특별자치도,202509,228688,23.741
중국,전북특별자치도,202510,247189,19.895
중국,전북특별자치도,202511,226841,19.101
중국,전북특별자치도,202512,195872,15.045
중국,전북특별자치도,202601,178150,19.888
중국,전북특별자치도,202602,195640,36.670
중국,전북특별자치도,202603,248557,26.842
중국,전북특별자치도,202604,352029,24.193
중국,전북특별자치도,202605,441879,23.361
중국,전북특별자치도,202606,367097,13.904
중국,전북특별자치도,202607,368859,13.465
중국,제주특별자치도,202001,484742,69.169
중국,제주특별자치도,202002,128605,61.541
중국,제주특별자치도,202003,6049,66.160
중국,제주특별자치도,202004,7296,52.577
중국,제주특별자치도,202005,8268,57.281
중국,제주특별자치도,202006,10173,56.021
중국,제주특별자치도,202007,7377,67.480
중국,제주특별자치도,202008,10260,77.339
중국,제주특별자치도,202009,9204,76.021
중국,제주특별자치도,202010,7518,70.524
중국,제주특별자치도,202011,6786,65.119
중국,제주특별자치도,202012,6246,60.967
중국,제주특별자치도,202101,14504,44.967
중국,제주특별자치도,202102,16966,56.696
중국,제주특별자치도,202103,25540,64.761
중국,제주특별자치도,202104,21347,61.072
중국,제주특별자치도,202105,20932,58.623
중국,제주특별자치도,202106,19738,54.671
중국,제주특별자치도,202107,20472,53.913
중국,제주특별자치도,202108,23199,56.761
중국,제주특별자치도,202109,21944,60.281
중국,제주특별자치도,202110,21003,49.488
중국,제주특별자치도,202111,21537,45.303
중국,제주특별자치도,202112,22724,44.596
중국,제주특별자치도,202201,18177,44.408
중국,제주특별자치도,202202,24328,56.318
중국,제주특별자치도,202203,23942,51.282
중국,제주특별자치도,202204,24466,33.700
중국,제주특별자치도,202205,32562,28.352
중국,제주특별자치도,202206,38551,22.106
중국,제주특별자치도,202207,47658,26.394
중국,제주특별자치도,202208,64017,32.016
중국,제주특별자치도,202209,66077,26.272
중국,제주특별자치도,202210,91384,15.081
중국,제주특별자치도,202211,92831,15.061
중국,제주특별자치도,202212,117341,13.687
중국,제주특별자치도,202301,138180,14.290
중국,제주특별자치도,202302,146752,24.806
중국,제주특별자치도,202303,169413,17.058
중국,제주특별자치도,202304,400863,24.234
중국,제주특별자치도,202305,475539,38.633
중국,제주특별자치도,202306,550453,47.302
중국,제주특별자치도,202307,654311,53.734
중국,제주특별자치도,202308,786252,58.606
중국,제주특별자치도,202309,707211,52.399
중국,제주특별자치도,202310,732072,53.121
중국,제주특별자치도,202311,606062,49.631
중국,제주특별자치도,202312,692289,55.646
중국,제주특별자치도,202401,748186,59.845
중국,제주특별자치도,202402,786234,66.256
중국,제주특별자치도,202403,940890,56.127
중국,제주특별자치도,202404,1036234,56.210
중국,제주특별자치도,202405,1054502,58.247
중국,제주특별자치도,202406,1061993,62.206
중국,제주특별자치도,202407,1055550,65.980
중국,제주특별자치도,202408,1246998,64.822
중국,제주특별자치도,202409,1044873,61.037
중국,제주특별자치도,202410,1156086,60.917
중국,제주특별자치도,202411,754073,53.269
중국,제주특별자치도,202412,695703,56.384
중국,제주특별자치도,202501,738896,69.053
중국,제주특별자치도,202502,768969,73.332
중국,제주특별자치도,202503,920572,63.847
중국,제주특별자치도,202504,1156869,62.466
중국,제주특별자치도,202505,1431659,69.287
중국,제주특별자치도,202506,1367357,65.781
중국,제주특별자치도,202507,1857932,66.260
중국,제주특별자치도,202508,1625049,70.743
중국,제주특별자치도,202509,1360103,65.051
중국,제주특별자치도,202510,1333676,56.273
중국,제주특별자치도,202511,1011727,52.015
중국,제주특별자치도,202512,919311,52.224
중국,제주특별자치도,202601,916323,60.468
중국,제주특별자치도,202602,1090067,68.684
중국,제주특별자치도,202603,1208292,62.080
중국,제주특별자치도,202604,1559270,60.390
중국,제주특별자치도,202605,1773782,62.378
중국,제주특별자치도,202606,1654000,61.896
중국,제주특별자치도,202607,1739035,66.164
중국,충청남도,202001,171882,50.759
중국,충청남도,202002,107226,34.322
중국,충청남도,202003,6867,27.698
중국,충청남도,202004,10545,17.923
중국,충청남도,202005,9629,24.966
중국,충청남도,202006,12676,21.134
중국,충청남도,202007,8001,30.559
중국,충청남도,202008,9617,38.869
중국,충청남도,202009,9265,38.888
중국,충청남도,202010,8232,31.997
중국,충청남도,202011,8123,27.970
중국,충청남도,202012,7811,25.234
중국,충청남도,202101,17262,19.436
중국,충청남도,202102,19598,25.385
중국,충청남도,202103,25082,35.615
중국,충청남도,202104,23373,32.281
중국,충청남도,202105,23708,29.674
중국,충청남도,202106,23317,27.409
중국,충청남도,202107,24848,25.889
중국,충청남도,202108,30019,26.233
중국,충청남도,202109,27782,28.670
중국,충청남도,202110,29191,21.284
중국,충청남도,202111,27175,20.563
중국,충청남도,202112,26761,20.646
중국,충청남도,202201,28268,18.657
중국,충청남도,202202,35206,25.697
중국,충청남도,202203,35449,24.579
중국,충청남도,202204,41497,14.437
중국,충청남도,202205,55110,12.170
중국,충청남도,202206,71541,10.551
중국,충청남도,202207,85510,13.515
중국,충청남도,202208,98677,18.337
중국,충청남도,202209,100736,15.975
중국,충청남도,202210,129873,10.392
