국가명,기준연월,소비건수
일본,202501,38340.0
일본,202502,44403.0
일본,202503,65326.0
일본,202504,55414.0
일본,202505,65941.0
일본,202506,71819.0
일본,202507,70077.0
일본,202508,70654.0
일본,202509,93614.0
일본,202510,72313.0
일본,202511,97419.0
일본,202512,84822.0
