기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202501,일본,피부과,56.19
202501,일본,성형외과,31.23
202501,일본,약국,6.36
202501,일본,치과,2.62
202501,일본,한의학과,1.96
202501,일본,대학/종합병원,1.01
202501,일본,안과,0.6
202501,일본,한약방,0.02
202502,일본,피부과,55.07
202502,일본,성형외과,31.81
202502,일본,약국,6.65
202502,일본,치과,2.99
202502,일본,한의학과,1.99
202502,일본,대학/종합병원,0.68
202502,일본,안과,0.79
202502,일본,한약방,0.01
202503,일본,피부과,61.38
202503,일본,성형외과,26.53
202503,일본,약국,7.12
202503,일본,치과,1.81
202503,일본,한의학과,1.53
202503,일본,대학/종합병원,0.78
202503,일본,안과,0.84
202503,일본,한약방,0.01
202504,일본,피부과,56.34
202504,일본,성형외과,30.11
202504,일본,약국,7.37
202504,일본,치과,3.1
202504,일본,한의학과,1.73
202504,일본,대학/종합병원,0.63
202504,일본,안과,0.73
202504,일본,한약방,0.01
202505,일본,피부과,59.64
202505,일본,성형외과,25.36
202505,일본,약국,9.39
202505,일본,치과,2.82
202505,일본,한의학과,1.59
202505,일본,대학/종합병원,0.49
202505,일본,안과,0.69
202505,일본,한약방,0.01
202506,일본,피부과,60.9
202506,일본,성형외과,24.34
202506,일본,약국,9.85
202506,일본,치과,2.66
202506,일본,한의학과,1.43
202506,일본,대학/종합병원,0.39
202506,일본,안과,0.42
202506,일본,한약방,0.01
202507,일본,피부과,60.29
202507,일본,성형외과,24.88
202507,일본,약국,9.59
202507,일본,치과,3.01
202507,일본,한의학과,1.45
202507,일본,대학/종합병원,0.42
202507,일본,안과,0.35
202507,일본,한약방,0.01
202508,일본,피부과,58.8
202508,일본,성형외과,26.66
202508,일본,약국,9.66
202508,일본,치과,2.3
202508,일본,한의학과,1.46
202508,일본,대학/종합병원,0.6
202508,일본,안과,0.51
202508,일본,한약방,0.01
202509,일본,피부과,60.24
202509,일본,성형외과,24.04
202509,일본,약국,10.72
202509,일본,치과,2.4
202509,일본,한의학과,1.58
202509,일본,대학/종합병원,0.43
202509,일본,안과,0.58
202509,일본,한약방,0.0
202510,일본,피부과,60.87
202510,일본,성형외과,22.94
202510,일본,약국,11.16
202510,일본,치과,2.39
202510,일본,한의학과,1.63
202510,일본,대학/종합병원,0.37
202510,일본,안과,0.64
202510,일본,한약방,0.01
202511,일본,피부과,60.82
202511,일본,성형외과,23.04
202511,일본,약국,11.48
202511,일본,치과,2.21
202511,일본,한의학과,1.64
202511,일본,대학/종합병원,0.41
202511,일본,안과,0.4
202511,일본,한약방,0.01
202512,일본,피부과,57.72
202512,일본,성형외과,27.55
202512,일본,약국,9.99
202512,일본,치과,2.46
202512,일본,한의학과,1.38
202512,일본,대학/종합병원,0.45
202512,일본,안과,0.44
202512,일본,한약방,0.01
