국가명,KTO카테고리소분류,소비금액비율(카테고리별)
대만,대학/종합병원,0.41
대만,성형외과,10.78
대만,안과,1.9
대만,약국,20.78
대만,치과,0.65
대만,피부과,65.31
대만,한약방,0.01
대만,한의학과,0.15
