기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202601,대만,약국,78.9
202601,대만,피부과,17.36
202601,대만,성형외과,2.13
202601,대만,안과,0.46
202601,대만,치과,0.38
202601,대만,대학/종합병원,0.61
202601,대만,한약방,0.05
202601,대만,한의학과,0.11
202602,대만,약국,79.31
202602,대만,피부과,16.66
202602,대만,성형외과,2.31
202602,대만,안과,0.5
202602,대만,치과,0.46
202602,대만,대학/종합병원,0.55
202602,대만,한약방,0.07
202602,대만,한의학과,0.13
202603,대만,약국,79.02
202603,대만,피부과,17.31
202603,대만,성형외과,2.37
202603,대만,안과,0.39
202603,대만,치과,0.33
202603,대만,대학/종합병원,0.26
202603,대만,한약방,0.2
202603,대만,한의학과,0.12
202604,대만,약국,81.87
202604,대만,피부과,14.98
202604,대만,성형외과,1.98
202604,대만,안과,0.32
202604,대만,치과,0.36
202604,대만,대학/종합병원,0.31
202604,대만,한약방,0.04
202604,대만,한의학과,0.14
202605,대만,약국,80.77
202605,대만,피부과,15.66
202605,대만,성형외과,2.55
202605,대만,안과,0.3
202605,대만,치과,0.29
202605,대만,대학/종합병원,0.28
202605,대만,한약방,0.04
202605,대만,한의학과,0.11
202606,대만,약국,81.46
202606,대만,피부과,15.05
202606,대만,성형외과,2.38
202606,대만,안과,0.32
202606,대만,치과,0.28
202606,대만,대학/종합병원,0.24
202606,대만,한약방,0.14
202606,대만,한의학과,0.13
