,국가명,KTO카테고리소분류,소비금액비율
202601,대만,전체,10.62
202602,대만,전체,13.03
202603,대만,전체,11.49
202604,대만,전체,9.94
202605,대만,전체,11.87
202606,대만,전체,12.81
