국가명,KTO카테고리소분류,소비금액비율(카테고리별)
미국,대학/종합병원,24.07
미국,성형외과,27.87
미국,안과,3.78
미국,약국,6.41
미국,치과,14.65
미국,피부과,19.57
미국,한약방,0.05
미국,한의학과,3.59
