기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202201,미국,성형외과,15.96
202201,미국,대학/종합병원,35.46
202201,미국,피부과,15.99
202201,미국,치과,17.69
202201,미국,약국,8.64
202201,미국,안과,2.88
202201,미국,한의학과,3.33
202201,미국,한약방,0.03
202202,미국,성형외과,21.54
202202,미국,대학/종합병원,30.92
202202,미국,피부과,15.47
202202,미국,치과,17.54
202202,미국,약국,8.0
202202,미국,안과,3.15
202202,미국,한의학과,3.35
202202,미국,한약방,0.03
202203,미국,성형외과,20.89
202203,미국,대학/종합병원,28.11
202203,미국,피부과,17.58
202203,미국,치과,17.4
202203,미국,약국,8.28
202203,미국,안과,3.17
202203,미국,한의학과,4.43
202203,미국,한약방,0.14
202204,미국,성형외과,27.22
202204,미국,대학/종합병원,25.01
202204,미국,피부과,17.21
202204,미국,치과,17.83
202204,미국,약국,6.2
202204,미국,안과,2.44
202204,미국,한의학과,4.03
202204,미국,한약방,0.06
202205,미국,성형외과,26.3
202205,미국,대학/종합병원,25.14
202205,미국,피부과,18.92
202205,미국,치과,15.8
202205,미국,약국,6.08
202205,미국,안과,4.49
202205,미국,한의학과,3.24
202205,미국,한약방,0.04
202206,미국,성형외과,28.72
202206,미국,대학/종합병원,23.12
202206,미국,피부과,21.41
202206,미국,치과,13.61
202206,미국,약국,5.83
202206,미국,안과,3.4
202206,미국,한의학과,3.88
202206,미국,한약방,0.03
202207,미국,성형외과,25.83
202207,미국,대학/종합병원,24.44
202207,미국,피부과,21.19
202207,미국,치과,13.2
202207,미국,약국,7.23
202207,미국,안과,4.11
202207,미국,한의학과,3.94
202207,미국,한약방,0.06
202208,미국,성형외과,26.73
202208,미국,대학/종합병원,23.08
202208,미국,피부과,20.55
202208,미국,치과,13.87
202208,미국,약국,7.38
202208,미국,안과,4.3
202208,미국,한의학과,4.06
202208,미국,한약방,0.03
202209,미국,성형외과,31.96
202209,미국,대학/종합병원,22.27
202209,미국,피부과,18.39
202209,미국,치과,14.74
202209,미국,약국,5.82
202209,미국,안과,3.84
202209,미국,한의학과,2.96
202209,미국,한약방,0.02
202210,미국,성형외과,31.72
202210,미국,대학/종합병원,21.67
202210,미국,피부과,19.9
202210,미국,치과,14.23
202210,미국,약국,5.52
202210,미국,안과,3.6
202210,미국,한의학과,3.28
202210,미국,한약방,0.09
202211,미국,성형외과,28.73
202211,미국,대학/종합병원,23.74
202211,미국,피부과,19.68
202211,미국,치과,14.49
202211,미국,약국,6.09
202211,미국,안과,3.76
202211,미국,한의학과,3.42
202211,미국,한약방,0.09
202212,미국,성형외과,29.95
202212,미국,대학/종합병원,21.88
202212,미국,피부과,21.46
202212,미국,치과,12.31
202212,미국,약국,6.03
202212,미국,안과,4.68
202212,미국,한의학과,3.66
202212,미국,한약방,0.03
