,국가명,KTO카테고리소분류,소비건수비율
202201,미국,전체,52.12
202202,미국,전체,49.29
202203,미국,전체,50.46
202204,미국,전체,54.46
202205,미국,전체,56.18
202206,미국,전체,58.31
202207,미국,전체,56.1
202208,미국,전체,48.99
202209,미국,전체,50.68
202210,미국,전체,49.86
202211,미국,전체,49.03
202212,미국,전체,43.63
