국가명,기준연월,소비금액
홍콩,202001,1137537.0
홍콩,202002,872019.0
홍콩,202003,217639.0
홍콩,202004,94378.0
홍콩,202005,121703.0
홍콩,202006,175107.0
홍콩,202007,240631.0
홍콩,202008,169001.0
홍콩,202009,165811.0
홍콩,202010,152935.0
홍콩,202011,131457.0
홍콩,202012,127071.0
