,국가명,KTO카테고리소분류,소비건수비율
202001,홍콩,전체,4.05
202002,홍콩,전체,4.21
202003,홍콩,전체,2.3
202004,홍콩,전체,2.2
202005,홍콩,전체,2.2
202006,홍콩,전체,2.1
202007,홍콩,전체,2.19
202008,홍콩,전체,2.26
202009,홍콩,전체,2.3
202010,홍콩,전체,1.95
202011,홍콩,전체,1.38
202012,홍콩,전체,1.26
