기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202001,홍콩,한약방,0.24
202001,홍콩,약국,75.88
202001,홍콩,대학/종합병원,7.81
202001,홍콩,치과,3.62
202001,홍콩,피부과,6.22
202001,홍콩,한의학과,1.57
202001,홍콩,성형외과,3.92
202001,홍콩,안과,0.73
202002,홍콩,한약방,0.54
202002,홍콩,약국,80.92
202002,홍콩,대학/종합병원,5.08
202002,홍콩,치과,3.68
202002,홍콩,피부과,4.61
202002,홍콩,한의학과,1.7
202002,홍콩,성형외과,2.84
202002,홍콩,안과,0.63
202003,홍콩,한약방,0.66
202003,홍콩,약국,49.25
202003,홍콩,대학/종합병원,16.09
202003,홍콩,치과,10.28
202003,홍콩,피부과,11.77
202003,홍콩,한의학과,6.3
202003,홍콩,성형외과,3.15
202003,홍콩,안과,2.49
202004,홍콩,약국,49.25
202004,홍콩,대학/종합병원,14.29
202004,홍콩,치과,8.65
202004,홍콩,피부과,14.47
202004,홍콩,한의학과,8.08
202004,홍콩,성형외과,1.69
202004,홍콩,안과,3.57
202005,홍콩,약국,49.61
202005,홍콩,대학/종합병원,17.47
202005,홍콩,치과,9.98
202005,홍콩,피부과,12.17
202005,홍콩,한의학과,7.02
202005,홍콩,성형외과,2.18
202005,홍콩,안과,1.56
202006,홍콩,약국,46.19
202006,홍콩,대학/종합병원,16.09
202006,홍콩,치과,8.88
202006,홍콩,피부과,12.34
202006,홍콩,한의학과,12.62
202006,홍콩,성형외과,2.22
202006,홍콩,안과,1.66
202007,홍콩,약국,40.29
202007,홍콩,대학/종합병원,22.45
202007,홍콩,치과,11.53
202007,홍콩,피부과,11.77
202007,홍콩,한의학과,10.32
202007,홍콩,성형외과,1.82
202007,홍콩,안과,1.82
202008,홍콩,한약방,0.39
202008,홍콩,약국,43.96
202008,홍콩,대학/종합병원,17.22
202008,홍콩,치과,12.21
202008,홍콩,피부과,14.14
202008,홍콩,한의학과,8.1
202008,홍콩,성형외과,1.54
202008,홍콩,안과,2.44
202009,홍콩,한약방,0.25
202009,홍콩,약국,38.42
202009,홍콩,대학/종합병원,23.54
202009,홍콩,치과,11.83
202009,홍콩,피부과,11.7
202009,홍콩,한의학과,10.05
202009,홍콩,성형외과,1.78
202009,홍콩,안과,2.42
202010,홍콩,약국,40.95
202010,홍콩,대학/종합병원,20.33
202010,홍콩,치과,13.5
202010,홍콩,피부과,12.17
202010,홍콩,한의학과,8.75
202010,홍콩,성형외과,3.41
202010,홍콩,안과,0.89
202011,홍콩,한약방,0.2
202011,홍콩,약국,44.16
202011,홍콩,대학/종합병원,16.83
202011,홍콩,치과,14.06
202011,홍콩,피부과,11.49
202011,홍콩,한의학과,7.52
202011,홍콩,성형외과,3.17
202011,홍콩,안과,2.57
202012,홍콩,약국,45.15
202012,홍콩,대학/종합병원,19.62
202012,홍콩,치과,12.24
202012,홍콩,피부과,11.6
202012,홍콩,한의학과,6.12
202012,홍콩,성형외과,3.59
202012,홍콩,안과,1.69
