국가명,KTO카테고리소분류,소비금액비율(카테고리별)
홍콩,대학/종합병원,16.12
홍콩,성형외과,22.57
홍콩,안과,1.17
홍콩,약국,24.87
홍콩,치과,11.62
홍콩,피부과,19.93
홍콩,한약방,0.28
홍콩,한의학과,3.45
