,국가명,KTO카테고리소분류,소비금액비율
202501,중국,전체,15.89
202502,중국,전체,11.52
202503,중국,전체,12.25
202504,중국,전체,13.23
202505,중국,전체,13.93
202506,중국,전체,14.75
202507,중국,전체,15.3
202508,중국,전체,15.67
202509,중국,전체,13.27
202510,중국,전체,10.34
202511,중국,전체,10.22
202512,중국,전체,12.69
