국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,2.82
중국,성형외과,5.42
중국,안과,0.61
중국,약국,62.03
중국,치과,2.34
중국,피부과,25.07
중국,한약방,0.29
중국,한의학과,1.41
