국가명,기준연월,소비건수
글로벌,202501,192313.0
글로벌,202502,181690.0
글로벌,202503,272283.0
글로벌,202504,335052.0
글로벌,202505,335777.0
글로벌,202506,337094.0
글로벌,202507,311126.0
글로벌,202508,280155.0
글로벌,202509,375082.0
글로벌,202510,376409.0
글로벌,202511,427456.0
글로벌,202512,407946.0
