국가명,기준연월,소비금액
글로벌,202501,8.6639956E7
글로벌,202502,8.7718773E7
글로벌,202503,1.30376501E8
글로벌,202504,1.5993776E8
글로벌,202505,1.43857776E8
글로벌,202506,1.41553135E8
글로벌,202507,1.28001473E8
글로벌,202508,1.20863557E8
글로벌,202509,1.66323176E8
글로벌,202510,1.61332312E8
글로벌,202511,1.90707719E8
글로벌,202512,2.05531135E8
