기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202001,미국,대학/종합병원,27.85
202001,미국,치과,13.62
202001,미국,성형외과,29.36
202001,미국,피부과,15.33
202001,미국,약국,7.78
202001,미국,한의학과,3.79
202001,미국,안과,2.21
202001,미국,한약방,0.06
202002,미국,대학/종합병원,28.17
202002,미국,치과,17.73
202002,미국,성형외과,21.39
202002,미국,피부과,15.48
202002,미국,약국,10.41
202002,미국,한의학과,4.62
202002,미국,안과,2.19
202002,미국,한약방,0.0
202003,미국,대학/종합병원,31.66
202003,미국,치과,19.29
202003,미국,성형외과,19.89
202003,미국,피부과,12.76
202003,미국,약국,9.77
202003,미국,한의학과,4.39
202003,미국,안과,2.22
202003,미국,한약방,0.03
202004,미국,대학/종합병원,33.03
202004,미국,치과,21.44
202004,미국,성형외과,13.43
202004,미국,피부과,14.51
202004,미국,약국,9.95
202004,미국,한의학과,4.98
202004,미국,안과,2.63
202004,미국,한약방,0.02
202005,미국,대학/종합병원,35.86
202005,미국,치과,20.8
202005,미국,성형외과,12.65
202005,미국,피부과,13.79
202005,미국,약국,8.75
202005,미국,한의학과,6.05
202005,미국,안과,2.09
202005,미국,한약방,0.01
202006,미국,대학/종합병원,29.78
202006,미국,치과,20.84
202006,미국,성형외과,12.7
202006,미국,피부과,18.1
202006,미국,약국,8.87
202006,미국,한의학과,5.97
202006,미국,안과,3.69
202006,미국,한약방,0.04
202007,미국,대학/종합병원,33.7
202007,미국,치과,18.99
202007,미국,성형외과,14.19
202007,미국,피부과,16.14
202007,미국,약국,9.07
202007,미국,한의학과,4.63
202007,미국,안과,3.24
202007,미국,한약방,0.04
202008,미국,대학/종합병원,31.73
202008,미국,치과,20.88
202008,미국,성형외과,12.71
202008,미국,피부과,17.91
202008,미국,약국,8.3
202008,미국,한의학과,5.18
202008,미국,안과,3.23
202008,미국,한약방,0.06
202009,미국,대학/종합병원,30.81
202009,미국,치과,19.35
202009,미국,성형외과,17.39
202009,미국,피부과,16.51
202009,미국,약국,8.47
202009,미국,한의학과,4.87
202009,미국,안과,2.52
202009,미국,한약방,0.08
202010,미국,대학/종합병원,33.11
202010,미국,치과,18.99
202010,미국,성형외과,16.34
202010,미국,피부과,15.43
202010,미국,약국,7.73
202010,미국,한의학과,5.23
202010,미국,안과,3.14
202010,미국,한약방,0.03
202011,미국,대학/종합병원,31.99
202011,미국,치과,17.06
202011,미국,성형외과,19.18
202011,미국,피부과,15.96
202011,미국,약국,7.01
202011,미국,한의학과,4.96
202011,미국,안과,3.79
202011,미국,한약방,0.05
202012,미국,대학/종합병원,31.37
202012,미국,치과,20.12
202012,미국,성형외과,17.46
202012,미국,피부과,16.66
202012,미국,약국,7.57
202012,미국,한의학과,3.81
202012,미국,안과,2.98
202012,미국,한약방,0.02
