기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202001,미국,약국,49.61
202001,미국,대학/종합병원,22.15
202001,미국,치과,9.07
202001,미국,피부과,8.9
202001,미국,한의학과,4.95
202001,미국,성형외과,3.35
202001,미국,안과,1.89
202001,미국,한약방,0.07
202002,미국,약국,54.35
202002,미국,대학/종합병원,19.92
202002,미국,치과,8.77
202002,미국,피부과,7.52
202002,미국,한의학과,4.72
202002,미국,성형외과,2.96
202002,미국,안과,1.73
202002,미국,한약방,0.04
202003,미국,약국,53.06
202003,미국,대학/종합병원,23.63
202003,미국,치과,9.23
202003,미국,피부과,6.2
202003,미국,한의학과,4.49
202003,미국,성형외과,1.85
202003,미국,안과,1.47
202003,미국,한약방,0.07
202004,미국,약국,52.24
202004,미국,대학/종합병원,23.5
202004,미국,치과,9.63
202004,미국,피부과,6.5
202004,미국,한의학과,4.69
202004,미국,성형외과,1.55
202004,미국,안과,1.81
202004,미국,한약방,0.07
202005,미국,약국,50.82
202005,미국,대학/종합병원,22.91
202005,미국,치과,10.0
202005,미국,피부과,7.68
202005,미국,한의학과,4.84
202005,미국,성형외과,1.75
202005,미국,안과,1.94
202005,미국,한약방,0.05
202006,미국,약국,46.2
202006,미국,대학/종합병원,24.4
202006,미국,치과,10.71
202006,미국,피부과,9.06
202006,미국,한의학과,5.35
202006,미국,성형외과,2.08
202006,미국,안과,2.13
202006,미국,한약방,0.07
202007,미국,약국,44.75
202007,미국,대학/종합병원,24.55
202007,미국,치과,11.12
202007,미국,피부과,9.24
202007,미국,한의학과,5.63
202007,미국,성형외과,2.41
202007,미국,안과,2.23
202007,미국,한약방,0.06
202008,미국,약국,44.23
202008,미국,대학/종합병원,24.47
202008,미국,치과,11.54
202008,미국,피부과,9.21
202008,미국,한의학과,5.73
202008,미국,성형외과,2.49
202008,미국,안과,2.32
202008,미국,한약방,0.02
202009,미국,약국,43.28
202009,미국,대학/종합병원,26.69
202009,미국,치과,10.31
202009,미국,피부과,8.77
202009,미국,한의학과,6.13
202009,미국,성형외과,2.41
202009,미국,안과,2.31
202009,미국,한약방,0.1
202010,미국,약국,43.07
202010,미국,대학/종합병원,25.57
202010,미국,치과,11.02
202010,미국,피부과,9.24
202010,미국,한의학과,6.32
202010,미국,성형외과,2.59
202010,미국,안과,2.11
202010,미국,한약방,0.06
202011,미국,약국,41.82
202011,미국,대학/종합병원,26.82
202011,미국,치과,10.84
202011,미국,피부과,9.04
202011,미국,한의학과,6.34
202011,미국,성형외과,2.72
202011,미국,안과,2.39
202011,미국,한약방,0.05
202012,미국,약국,41.36
202012,미국,대학/종합병원,25.69
202012,미국,치과,12.13
202012,미국,피부과,9.45
202012,미국,한의학과,6.45
202012,미국,성형외과,2.7
202012,미국,안과,2.19
202012,미국,한약방,0.03
