,국가명,KTO카테고리소분류,소비건수비율
202001,미국,전체,23.83
202002,미국,전체,24.65
202003,미국,전체,42.35
202004,미국,전체,47.79
202005,미국,전체,51.24
202006,미국,전체,54.63
202007,미국,전체,56.24
202008,미국,전체,54.66
202009,미국,전체,53.96
202010,미국,전체,54.77
202011,미국,전체,54.26
202012,미국,전체,55.65
