,국가명,KTO카테고리소분류,소비금액비율
202001,미국,전체,13.56
202002,미국,전체,12.93
202003,미국,전체,21.65
202004,미국,전체,27.16
202005,미국,전체,37.11
202006,미국,전체,40.67
202007,미국,전체,43.0
202008,미국,전체,46.26
202009,미국,전체,44.08
202010,미국,전체,45.43
202011,미국,전체,45.06
202012,미국,전체,45.45
