국가명,KTO카테고리소분류,소비금액비율(카테고리별)
미국,대학/종합병원,31.25
미국,성형외과,18.06
미국,안과,2.86
미국,약국,8.47
미국,치과,18.65
미국,피부과,15.91
미국,한약방,0.04
미국,한의학과,4.77
