국가명,KTO카테고리소분류,소비금액비율(카테고리별)
대만,대학/종합병원,37.22
대만,성형외과,10.65
대만,안과,0.98
대만,약국,5.91
대만,치과,14.37
대만,피부과,23.42
대만,한약방,0.06
대만,한의학과,7.4
