,국가명,KTO카테고리소분류,소비금액비율
202101,대만,전체,0.57
202102,대만,전체,0.33
202103,대만,전체,0.28
202104,대만,전체,0.31
202105,대만,전체,0.39
202106,대만,전체,0.26
202107,대만,전체,0.42
202108,대만,전체,0.48
202109,대만,전체,0.32
202110,대만,전체,0.33
202111,대만,전체,0.51
202112,대만,전체,0.65
