국가명,KTO카테고리소분류,소비건수비율(카테고리별)
미국,대학/종합병원,17.16
미국,성형외과,5.57
미국,안과,2.65
미국,약국,49.61
미국,치과,8.46
미국,피부과,11.83
미국,한약방,0.07
미국,한의학과,4.64
