기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202301,미국,약국,47.43
202301,미국,대학/종합병원,21.05
202301,미국,피부과,10.55
202301,미국,치과,9.07
202301,미국,성형외과,4.57
202301,미국,한의학과,4.83
202301,미국,안과,2.43
202301,미국,한약방,0.07
202302,미국,약국,45.51
202302,미국,대학/종합병원,21.43
202302,미국,피부과,10.49
202302,미국,치과,9.16
202302,미국,성형외과,5.37
202302,미국,한의학과,5.54
202302,미국,안과,2.44
202302,미국,한약방,0.06
202303,미국,약국,47.25
202303,미국,대학/종합병원,19.3
202303,미국,피부과,10.91
202303,미국,치과,8.53
202303,미국,성형외과,6.57
202303,미국,한의학과,4.75
202303,미국,안과,2.62
202303,미국,한약방,0.06
202304,미국,약국,49.95
202304,미국,대학/종합병원,17.42
202304,미국,피부과,11.27
202304,미국,치과,8.1
202304,미국,성형외과,6.09
202304,미국,한의학과,4.53
202304,미국,안과,2.58
202304,미국,한약방,0.06
202305,미국,약국,49.73
202305,미국,대학/종합병원,17.02
202305,미국,피부과,11.64
202305,미국,치과,8.45
202305,미국,성형외과,5.79
202305,미국,한의학과,4.62
202305,미국,안과,2.68
202305,미국,한약방,0.07
202306,미국,약국,49.33
202306,미국,대학/종합병원,16.48
202306,미국,피부과,12.87
202306,미국,치과,8.59
202306,미국,성형외과,5.28
202306,미국,한의학과,4.48
202306,미국,안과,2.89
202306,미국,한약방,0.09
202307,미국,약국,50.58
202307,미국,대학/종합병원,15.94
202307,미국,피부과,12.37
202307,미국,치과,8.84
202307,미국,성형외과,4.62
202307,미국,한의학과,4.49
202307,미국,안과,3.08
202307,미국,한약방,0.09
202308,미국,약국,49.73
202308,미국,대학/종합병원,17.52
202308,미국,피부과,11.56
202308,미국,치과,8.65
202308,미국,성형외과,4.83
202308,미국,한의학과,4.81
202308,미국,안과,2.83
202308,미국,한약방,0.06
202309,미국,약국,50.6
202309,미국,대학/종합병원,16.11
202309,미국,피부과,12.19
202309,미국,치과,7.92
202309,미국,성형외과,6.07
202309,미국,한의학과,4.42
202309,미국,안과,2.6
202309,미국,한약방,0.08
202310,미국,약국,50.88
202310,미국,대학/종합병원,15.35
202310,미국,피부과,12.02
202310,미국,치과,8.23
202310,미국,성형외과,6.41
202310,미국,한의학과,4.47
202310,미국,안과,2.56
202310,미국,한약방,0.07
202311,미국,약국,50.16
202311,미국,대학/종합병원,16.09
202311,미국,피부과,12.4
202311,미국,치과,8.15
202311,미국,성형외과,5.81
202311,미국,한의학과,4.82
202311,미국,안과,2.47
202311,미국,한약방,0.09
202312,미국,약국,51.03
202312,미국,대학/종합병원,16.5
202312,미국,피부과,12.15
202312,미국,치과,8.32
202312,미국,성형외과,5.08
202312,미국,한의학과,4.49
202312,미국,안과,2.38
202312,미국,한약방,0.06
