국가명,KTO카테고리소분류,소비금액비율(카테고리별)
미국,대학/종합병원,19.68
미국,성형외과,31.29
미국,안과,3.74
미국,약국,5.71
미국,치과,12.08
미국,피부과,24.25
미국,한약방,0.03
미국,한의학과,3.21
