기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
201801,중국,성형외과,42.68
201801,중국,피부과,24.52
201801,중국,대학/종합병원,18.26
201801,중국,약국,5.59
201801,중국,치과,5.98
201801,중국,한의학과,1.28
201801,중국,안과,1.67
201801,중국,한약방,0.02
201802,중국,성형외과,50.52
201802,중국,피부과,14.72
201802,중국,대학/종합병원,18.26
201802,중국,약국,5.06
201802,중국,치과,7.61
201802,중국,한의학과,1.42
201802,중국,안과,2.4
201802,중국,한약방,0.01
201803,중국,성형외과,51.38
201803,중국,피부과,19.89
201803,중국,대학/종합병원,15.87
201803,중국,약국,5.64
201803,중국,치과,4.86
201803,중국,한의학과,1.42
201803,중국,안과,0.94
201803,중국,한약방,0.0
201804,중국,성형외과,50.51
201804,중국,피부과,18.07
201804,중국,대학/종합병원,14.78
201804,중국,약국,5.58
201804,중국,치과,8.78
201804,중국,한의학과,1.54
201804,중국,안과,0.73
201804,중국,한약방,0.01
201805,중국,성형외과,42.45
201805,중국,피부과,22.78
201805,중국,대학/종합병원,19.38
201805,중국,약국,5.61
201805,중국,치과,7.21
201805,중국,한의학과,0.98
201805,중국,안과,1.52
201805,중국,한약방,0.07
201806,중국,성형외과,46.61
201806,중국,피부과,20.16
201806,중국,대학/종합병원,15.62
201806,중국,약국,7.76
201806,중국,치과,6.2
201806,중국,한의학과,2.21
201806,중국,안과,1.41
201806,중국,한약방,0.04
201807,중국,성형외과,45.42
201807,중국,피부과,22.03
201807,중국,대학/종합병원,16.69
201807,중국,약국,6.06
201807,중국,치과,6.97
201807,중국,한의학과,1.4
201807,중국,안과,1.37
201807,중국,한약방,0.06
201808,중국,성형외과,44.22
201808,중국,피부과,23.32
201808,중국,대학/종합병원,15.05
201808,중국,약국,7.52
201808,중국,치과,7.19
201808,중국,한의학과,1.92
201808,중국,안과,0.78
201808,중국,한약방,0.0
201809,중국,성형외과,49.63
201809,중국,피부과,21.16
201809,중국,대학/종합병원,12.49
201809,중국,약국,6.8
201809,중국,치과,6.71
201809,중국,한의학과,2.36
201809,중국,안과,0.85
201809,중국,한약방,0.01
201810,중국,성형외과,45.99
201810,중국,피부과,25.06
201810,중국,대학/종합병원,13.96
201810,중국,약국,6.64
201810,중국,치과,5.18
201810,중국,한의학과,1.15
201810,중국,안과,2.02
201810,중국,한약방,0.0
201811,중국,성형외과,40.55
201811,중국,피부과,25.86
201811,중국,대학/종합병원,18.12
201811,중국,약국,6.59
201811,중국,치과,6.18
201811,중국,한의학과,1.31
201811,중국,안과,1.33
201811,중국,한약방,0.05
201812,중국,성형외과,41.01
201812,중국,피부과,27.53
201812,중국,대학/종합병원,15.72
201812,중국,약국,7.37
201812,중국,치과,5.85
201812,중국,한의학과,1.28
201812,중국,안과,1.16
201812,중국,한약방,0.07
