국가명,기준연월,소비금액
중국,201801,8688958.0
중국,201802,8473313.0
중국,201803,1.0404886E7
중국,201804,1.1100164E7
중국,201805,1.1761149E7
중국,201806,1.0202271E7
중국,201807,1.0639873E7
중국,201808,9142149.0
중국,201809,8700954.0
중국,201810,1.0570939E7
중국,201811,1.364579E7
중국,201812,1.1839288E7
