,국가명,KTO카테고리소분류,소비금액비율
201801,중국,전체,42.03
201802,중국,전체,46.13
201803,중국,전체,42.94
201804,중국,전체,42.2
201805,중국,전체,45.39
201806,중국,전체,41.24
201807,중국,전체,42.35
201808,중국,전체,40.02
201809,중국,전체,40.17
201810,중국,전체,38.19
201811,중국,전체,43.55
201812,중국,전체,43.9
