국가명,기준연월,소비건수
중국,201801,11791.0
중국,201802,10944.0
중국,201803,12655.0
중국,201804,14424.0
중국,201805,15647.0
중국,201806,13857.0
중국,201807,14571.0
중국,201808,13275.0
중국,201809,11917.0
중국,201810,14243.0
중국,201811,17596.0
중국,201812,16004.0
