국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,14.42
중국,성형외과,11.04
중국,안과,1.15
중국,약국,55.54
중국,치과,5.0
중국,피부과,10.94
중국,한약방,0.17
중국,한의학과,1.74
