국가명,KTO카테고리소분류,소비금액비율(카테고리별)
중국,대학/종합병원,16.25
중국,성형외과,45.64
중국,안과,1.34
중국,약국,6.37
중국,치과,6.54
중국,피부과,22.32
중국,한약방,0.03
중국,한의학과,1.5
