국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,9.02
중국,성형외과,6.09
중국,안과,0.94
중국,약국,58.91
중국,치과,3.77
중국,피부과,18.76
중국,한약방,0.31
중국,한의학과,2.21
